25-Sep-12,14:24,14:38,14,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,EA,OOS,OOS,EA,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,EA,Q DA CI FK SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Sep-12,16:45,16:58,13,Pod 2,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,OOS,EA,OOS,CI HL ED,HL,CI,3m,,Y,Cabbage,N,,,,,,,HL,N,,N,,N,,N,,,Y,8,,,
25-Sep-12,16:45,16:58,13,Pod 2,Carla,FO+SCAN+Groom+Agg,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EM LY ,LY,EM,7m,,N,,N,,,,,,,LY,N,,N,,N,,N,,,Y,2,,,
25-Sep-12,16:45,16:58,13,Pod 2,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,CL,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,DA KL,DA,KL,6m,,N,,N,,,,,,,DA,N,,N,,N,,N,,,Y,2,,,
25-Sep-12,16:45,16:58,13,Pod 2,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,13:50,14:08,18,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,RE,RE,RE,RE,OOS,OOS,OOS,R,G,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KD LB DA EM LY KL PA,Q,PA,<1m,,N,,N,,,,,,,Q,N,,N,,N,,N,,,Y,3,,,
26-Sep-12,13:50,14:08,18,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,R,RE,RE,OOS,OOS,OOS,OOS,G+R,G+R,OOS,G,OOS,OOS,OOS,RE,OOS,OOS,OOS,KD LB DA LY KL PA PE,PA,KD,<1m,,N,,N,,,,,,,PA,N,,N,,N,,N,,,Y,9,,,
26-Sep-12,13:50,14:08,18,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,SG,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,KD PA,KD,PA,<1m,,N,,N,,,,,,,KD,N,,N,,N,,N,,,Y,4,,,
26-Sep-12,13:50,14:08,18,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,EA,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,LB DA PA HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,14:19,14:29,10,Theatre Window,Carla,FO+SCAN+Groom+Agg,0min,CL,OOS,EA,EA,OOS,OOS,EA,EA,OOS,EA,OOS,EA,OOS,EA,OOS,OOS,OOS,OOS,OOS,Q LB DA LU EM KL PA LI,LU,KL,<1m,,N,,N,,,,,,,LU,N,,N,,N,,N,,,Y,5,,,
26-Sep-12,14:19,14:29,10,Theatre Window,Carla,FO+SCAN+Groom+Agg,10min,TR,OOS,OOS,OOS,OOS,EA,OOS,OOS,FO,FO,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q CI LY KL ,LY,KL,6m,,N,,N,,,,,,,LY,N,,N,,N,,N,,,Y,2,,,
26-Sep-12,14:19,14:29,10,Theatre Window,Carla,FO+SCAN+Groom+Agg,20min,OOS,OOS,OOS,TR,OOS,OOS,OOS,FO,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,DA EM ,EM,DA,8m,,N,,N,,,,,,,EM,N,,N,,N,,N,,,Y,2,,,
26-Sep-12,14:19,14:29,10,Theatre Window,Carla,FO+SCAN+Groom+Agg,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,FO,OOS,OOS,OOS,TR,OOS,LI ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-12,10:55,11:28,33,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,OOS,SG,OOS,RE,RE,RE,OOS,OOS,RE,G,RE,RE,RE,R,RE,RE,RE,RE,RE,KD DA LO CI LY KL RE PA FK LI HL PE EV ED SO,FK,KL,4m,,N,,N,,,,,,,FK,N,,N,,N,,N,,,N,,,,
28-Sep-12,10:55,11:28,33,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,R,RE,OOS,OOS,RE,OOS,RE,RE,RE,RE,G,RE,RE,RE,RE,RE,RE,RE,KD LB CI EM LY KL RE PA FK LI HL PE EV ED SO,PE,HL,<1m,,N,,N,,,,,,,PE,N,,N,,N,,N,,,N,,,,
28-Sep-12,10:55,11:28,33,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,RE,RE,OOS,OOS,RE,OOS,RE,RE,G,TR,RE,RE,R,RE,RE,RE,RE,RE,KD LB CI EM LY KL RE PA FK LI HL PE EV ED SO,LI,KL,<1m,,N,,N,,,,,,,LI,N,,N,,N,,N,,,N,,,,
28-Sep-12,10:55,11:28,33,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,OOS,RE,EA,OOS,RE,RE,OOS,RE,RE,RE,G+R,OOS,RE,G+R,R,RE,R,G,G,KD LB LO CI EM LY KL RE FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Oct-12,13:09,13:42,33,Pod 3,Carla,FO+SCAN+Groom+Agg,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,RE,RE,EA,R,EA,TR,G,RE,RE PA FK LI HL PE EV ED SO,SO,FK,2m,,N,,N,,,,,,,SO ,N,,N,,N,,N,,,N,,Straight after training session,,
01-Oct-12,13:09,13:42,33,Pod 3,Carla,FO+SCAN+Groom+Agg,10min,OOS,EA,OOS,OOS,RE,EA,OOS,OOS,OOS,OOS,EA,RE,EA,RE,R,RE,RE,G,RE,KD LO CI RE PA FK LI HL PE EV ED SO,ED,HL,<1m,,N,,N,,,,,,,ED,N,,N,,N,,N,,,N,,,,
01-Oct-12,13:09,13:42,33,Pod 3,Carla,FO+SCAN+Groom+Agg,20min,OOS,EA,OOS,OOS,RE,RE,OOS,OOS,OOS,OOS,EA,RE,EA,RE,G+R,RE,RE,G+R,RE,KD LO CI RE PA FK LI HL PE EV ED SO,LO,RE,2m,,N,,N,,,,,,,LO,N,,N,,N,,N,,,N,,,,
01-Oct-12,13:09,13:42,33,Pod 3,Carla,FO+SCAN+Groom+Agg,30min,EA,EA,OOS,OOS,RE,RE,OOS,OOS,RE,OOS,RE,RE,RE,RE,R,RE,RE,G,RE,Q KD LO CI LY RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time start,Time end,Duration of obs period (min),location,your name,Data collected  - enter one of these 4 options (FO; FO+SCAN; FO+SCAN+GROOM; FO+SCAN+GROOM+AGG),Scan time,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-12,09:01,09:31,30,1,JO,S+F,0min,OOS,OOS,RE,OOS,TR,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,LB LO LU KL HL ED,LB,LO,4,,N,,N,,,,,,,,N,,,,N,,N,,,Y,02:48,,,
16-Aug-12,09:01,09:31,30,1,JO,S+F,10min,OOS,OOS,RE,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,LB LO HL,LO,HL,1,,N,,N,,,,,,,,N,,,,N,,N,,,Y,04:25,LOUIS MATED WITH HELEEN (09:13),,
16-Aug-12,09:01,09:31,30,1,JO,S+F,20min,OOS,OOS,RE,OOS,OOS,TR,OOS,FO,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB CI EM ,EM,LI,8,,Y,ENCLOSURE PLANT,N,,,,,,,,N,,,,N,,N,,,Y,09:30,,,
16-Aug-12,09:01,09:31,30,1,JO,S+F,30min,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-12,10:06,10:36,30,1,JO,S+F,0min,RE,OOS,RE,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,Q LB LU KL ED,LU,ED,1.5,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,10:06,10:36,30,1,JO,S+F,10min,RE,G+R,G+R,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,Q KN LB LU KL ED,KN,LB,0,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,10:06,10:36,30,1,JO,S+F,20min,RE,G+R,G+R,OOS,RE,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,Q KN LB LO LU KL ED,ED,LO,0,,N,,N,,,,,,,,N,,,,N,,N,,,Y,07:22,,,
16-Aug-12,10:06,10:36,30,1,JO,S+F,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-12,10:38,11:08,30,2,JO,S+F,0min,EA,EA,EA,OOS,OOS,TR,EA,OOS,EA,EA,OOS,OOS,EA,EA,FO,OOS,EA,TR,RE,Q KN LB CI LU LY KL FK LI HL EV ED SO,KL,EV,2,,Y,SWEET POTATO,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,10:38,11:08,30,2,JO,S+F,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,EA,EA,PL,RE,EA,OOS,RE,TR,TR,KL RE PA FK LI HL EV ED SO,LI,KL,1,,Y,REGURG,Y,10:51,HAND + MOUTH,KL PA FK HL EV SO,"KL 1m, PA  2m",Y PAUL,,,N,,,,N,,N,,,N,,,,
16-Aug-12,10:38,11:08,30,2,JO,S+F,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,RE,EA,RE,EA,RE,OOS,OOS,OOS,RE PA FK LI HL PE,HL,PA,1,,Y,REGURG,Y,11:00,HAND,RE PA FK PE LI,PA 1m  LI 4m,Y LIANNE,,,N,,,,N,,N,,,N,,,,
16-Aug-12,10:38,11:08,30,2,JO,S+F,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,RE,EA,RE,RE,RE,OOS,OOS,OOS,RE PA FK LI HL PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-12,11:12,11:42,30,,JO,S+F,0min,RE,OOS,RE,RE,OOS,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,DA,Q,1.5,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,11:12,11:42,30,,JO,S+F,10min,RE,OOS,EA,RE,OOS,OOS,RE,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,OOS,,ED,LY,2,,Y,MELON SKIN SWEET POTATO,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,11:12,11:42,30,,JO,S+F,20min,RE,OOS,EA,RE,OOS,OOS,RE,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,,LY,LB,3,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,11:12,11:42,30,,JO,S+F,30min,RE,RE,RE,RE,OOS,RE,RE,RE,RE,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-12,13:34,14:04,30,,JO,S+F,0min,OOS,R,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,G,OOS,RE,RE,KN FK HL PE ED SO,SO,HL,1,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,13:34,14:04,30,,JO,S+F,10min,OOS,R,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,G,OOS,OOS,RE,KN FK HL PE SO,PE,KN,0,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,13:34,14:04,30,,JO,S+F,20min,OOS,R,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,G,OOS,OOS,RE,KN FK HL PE SO,KN,PE,0,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
16-Aug-12,13:34,14:04,30,,JO,S+F,30min,OOS,G,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,OOS,OOS,R,RE,KN FK HL ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-12,09:09,09:39,30,3,JO,S+F,0min,OOS,OOS,RE,OOS,OOS,RE,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB CI LU LY,CI,LY,3,,N,,N,,,,,,,,N,,,,N,,N,,,Y,04:47,,,
17-Aug-12,09:09,09:39,30,3,JO,S+F,10min,PL,RE,RE,OOS,OOS,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KN LB CI KL,Q,KN,4,,N,,N,,,,,,,,N,,,,N,,Y,KL,,Y,09:27,,,
17-Aug-12,09:09,09:39,30,3,JO,S+F,20min,RE,RE,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q KN CI LY,KN,Q,1,,N,,N,,,,,,,,N,,,,N,,N,,,Y,05:20,,,
17-Aug-12,09:09,09:39,30,3,JO,S+F,30min,RE,OOS,OOS,RE,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q DA CI EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-12,09:50,10:20,30,1,JO,S+F,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,TR,OOS,OOS,EA,OOS,OOS,KL LI EV,EV,LI,6,,Y,APPLES,N,,,,,,,,N,,,,N,,N,,,N,,,,
17-Aug-12,09:50,10:20,30,1,JO,S+F,10min,OOS,RE,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,TR,RE,RE,RE,RE,EA,KN LO RE LI HL PE EV ED SO,RE,ED,4,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
17-Aug-12,09:50,10:20,30,1,JO,S+F,20min,OOS,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,RE,OOS,EA,RE,RE,RE,RE,RE,RE,LO RE FK LI HL PE ED EV SO,LI,ED,3,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
17-Aug-12,09:50,10:20,30,1,JO,S+F,30min,OOS,EA,OOS,RE,EA,OOS,OOS,OOS,OOS,OOS,RE,TR,RE,RE,RE,OOS,RE,RE,RE,KN DA LO RE PA FK LI HL EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-12,10:29,10:59,30,3,JO,S+F,0min,OOS,RE,OOS,EA,EA,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,RE,RE,OOS,RE,RE,RE,KN DA LO RE PA FK LI HL EV ED SO,DA,HL,3,,Y,LEEKS,N,,,,,,,,N,,,,N,,N,,,Y,03:02,,,
17-Aug-12,10:29,10:59,30,3,JO,S+F,10min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,RE,RE,RE,RE,EA,TR,RE,EA,KN RE PA FK LI HL PE EV ED SO,ED,PA,4,,,,N,,,,,,,,Y,D,N,,N,,N,,,Y,03:31,,,
17-Aug-12,10:29,10:59,30,3,JO,S+F,20min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,EA,TR,RE,OOS,TR,OOS,EA,OOS,RE,KN LY KL RE PA FK HL EV SO,FK,LY,2,,,,N,,,,,,,,N,,,,N,,N,,,N,,,,
17-Aug-12,10:29,10:59,30,3,,S+F,30min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,RE,OOS,RE,RE,OOS,EA,RE,KN KL RE PA FK HL PE ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-12,09:07,09:37,30,1,JO,S+F,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,KL,KL,NA,NA,,N,,N,,,,,,,,N,,,,N,,N,,,Y,08:57,,,
20-Aug-12,09:07,09:37,30,1,JO,S+F,10min,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LY,LY,Q,4,,N,,N,,,,,,,,N,,,,N,,N,,,Y,07:39,,,
20-Aug-12,09:07,09:37,30,1,JO,S+F,20min,OOS,OOS,SG,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB KL,LB,KL,10,,Y,BANANA (ANTIBIOTICS),N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,09:07,09:37,30,1,JO,S+F,30min,OOS,OOS,SG,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-12,10:01,10:31,30,LT,JO,S+F+G,0min,OOS,TR,OOS,EA,TR,OOS,EA,TR,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,KNN DA LO CI LU EM KL,EM,KL,2,,,,N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,10:01,10:31,30,LT,JO,S+F+G,10min,OOS,OOS,OOS,R,OOS,OOS,G,RE,OOS,OOS,SG,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,DA LU EM RE FK,RE,FK,5,,,,N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,10:01,10:31,30,LT,JO,S+F+G,20min,OOS,OOS,OOS,RE,RE,OOS,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,DA LO LU RE PE,DA,LU,5,,,,N,,,,,,,,N,,,,N,,N,,,Y,01:54,,,
20-Aug-12,10:01,10:31,30,LT,JO,S+F+G,30min,OOS,OOS,OOS,OOS,OOS,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,CI LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-12,10:34,11:04,30,1,JO,S+F+G,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,TR,RE,RE,EA,OOS,EA,TR,RE FK LI HL PE ED SO,PE,HL,2,,Y,CARROT,N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,10:34,11:04,30,1,JO,S+F+G,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,EA,RE,OOS,EA,RE,FO,RE,RE FK LI EV PE ED SO,FK,PE,4,,Y,CARROT,N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,10:34,11:04,30,1,JO,S+F+G,20min,OOS,RE,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,RE,RE,EA,RE,EA,RE,RE,KN DA RE FK LI HL PE EV ED SO,HL,SO,4,,Y,CARROT,N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,10:34,11:04,30,1,JO,S+F+G,30min,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,TR,RE,RE,RE,RE,RE,EA,RE,EA,RE,KN DA KL RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-12,11:05,11:35,30,1,JO,S+F+G,0min,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,SG,RE,RE,KN DA KL RE PA FKLI HL PE EV ED SO,ED,KN,3,,N,,N,,,,,,,,N,,,,N,,N,,,N,,,,
20-Aug-12,11:05,11:35,30,1,JO,S+F+G,10min,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,KN DA KL RE PA FKLI HL PE EV ED SO,KL,HL,1,,N,,N,,,,,,,,N,,,,N,,N,,,Y,06:17,,,
