Tournament,Team Name,Speaker Name,Average Speaker Score,Speaker Sex
Euros 2010,Limerick C,Lorcan O'Neill,74.75,Unknown
Euros 2010,UCL A,Muireann O'Dwyer,77.875,Female
Euros 2010,UCL A,Constanze Bell,76.75,Female
Euros 2010,Montenegro A,Mirjana Medojevic,62.25,Female
Euros 2010,Montenegro A,Andrej Sepelj,61.25,Male
Euros 2010,UCD L&H C,Niall Fahy,75.875,Male
Euros 2010,UCD L&H C,Barry Singleton,75.625,Male
Euros 2010,UCD L&H B,Christine Simpson,79.125,Female
Euros 2010,UCD L&H B,Dearbhail O'Crowley,78.125,Female
Euros 2010,UCD L&H A,Cliona Ashe,79,Unknown
Euros 2010,UCD L&H A,Julia Lawlor,78.875,Female
Euros 2010,Team Australia,Daniel Swain,82.875,Male
Euros 2010,Team Australia,Kelly Butler,82.375,Female
Euros 2010,Nottingham C,Joe McCaffrey,73.625,Male
Euros 2010,Nottingham C,Hannah Jones,73.25,Female
Euros 2010,Team London,Furqaan Yusuf,78.25,Unknown
Euros 2010,Team London,Paul Collier,76.75,Male
Euros 2010,Inner Temple B,Gareth Davies,75.75,Male
Euros 2010,Inner Temple B,Daniel Burgess,74.875,Male
Euros 2010,MGIMO B,Anton Pleshakov,67.5,Male
Euros 2010,MGIMO B,Arina Gorbatyuk,66,Female
Euros 2010,SSE Riga A,Nikita Pusnakovs,74.5,Male
Euros 2010,SSE Riga A,Roberts Bernans,72.875,Male
Euros 2010,SSE Riga B,Reinholds Pirags,73.25,Male
Euros 2010,SSE Riga B,Vladimirs Zlotnikovs,72.75,Male
Euros 2010,MGIMO A,Alexey Naumov,70.75,Male
Euros 2010,MGIMO A,Victor Rogulenko,69.875,Male
Euros 2010,Koc A,Can Talaz,74.5,Unknown
Euros 2010,Koc A,Berkay Ozludil,73.125,Male
Euros 2010,Glasgow C,Francesca Ruddy,75.5,Female
Euros 2010,Glasgow C,Michael Gray,74.375,Male
Euros 2010,Glasgow B,Ross Mitchell,76.5,Male
Euros 2010,Glasgow B,Katherine Docherty,75.875,Female
Euros 2010,Glasgow A,Andy Gray,77.5,Male
Euros 2010,Glasgow A,Fraser Galloway,77.25,Male
Euros 2010,Zagreb B,Ana Salapic,72.125,Female
Euros 2010,Zagreb B,Dina Salapic,71.5,Female
Euros 2010,ULU A,Ross K. Allan,75.75,Male
Euros 2010,ULU A,Simon Evans,75.625,Male
Euros 2010,ULU B,Fred Cowell,85.875,Male
Euros 2010,ULU B,Rosie Unwin,83.75,Female
Euros 2010,Singidunum A,Selena Torlakovic,72,Female
Euros 2010,Singidunum A,Marija Simic,72,Female
Euros 2010,UCU A,Michael den Drijver,70.625,Male
Euros 2010,UCU A,Sharon Cornelissen,70.375,Female
Euros 2010,UCU B,Danique van Koppenhagen,73.875,Unknown
Euros 2010,UCU B,Esther Drees,69.625,Female
Euros 2010,UCU C,Joris Vincent,74.375,Male
Euros 2010,UCU C,Kevin Sonneveld,73.375,Male
Euros 2010,Boun A,Melda Eren,73.75,Female
Euros 2010,Boun A,Damla Cakirca,71,Female
Euros 2010,IDC Herzliya B,Daphna Gross,76,Female
Euros 2010,IDC Herzliya B,Uri Feldman,75.875,Male
Euros 2010,IDC Herzliya C,Hadar Radzinski,76.75,Unknown
Euros 2010,IDC Herzliya C,Mila Finkelstein,75,Female
Euros 2010,IDC Herzliya A,Maya Boursi,72.375,Female
Euros 2010,IDC Herzliya A,Ori Lavi,72,Male
Euros 2010,UCC Law B,Barry O'Gorman,73.75,Male
Euros 2010,UCC Law B,Kieran O'Sullivan,73.375,Male
Euros 2010,UCC Law C,Kevin O'Toole,73.875,Male
Euros 2010,UCC Law C,Aaron Vickery,72.75,Male
Euros 2010,UCC Law A,Sophie Scannell,78.375,Female
Euros 2010,UCC Law A,Christina O'Sullivan,76.625,Female
Euros 2010,Stuttgart B,Andreas Lazar,72.875,Male
Euros 2010,Stuttgart B,Sven M. Hein,70.375,Male
Euros 2010,Stuttgart A,Michael Saliba,73.5,Male
Euros 2010,Stuttgart A,Nils Haneklaus,72.375,Male
Euros 2010,Durham A,Thomas Ball,79.625,Male
Euros 2010,Durham A,George Trigatzis,76.875,Male
Euros 2010,Durham C,Jon Worgan,77.125,Male
Euros 2010,Durham C,Peter Doughton,75.625,Male
Euros 2010,Durham B,Guy Miscampbell,80.875,Male
Euros 2010,Durham B,Ettie Bailey King,80,Unknown
Euros 2010,NUI Maynooth A,Neil Frazer,70.125,Male
Euros 2010,NUI Maynooth A,Aidan Rowe,69.25,Male
Euros 2010,Utrecht B,Ronnie Hossain,70.625,Male
Euros 2010,Utrecht B,Martin Blom,68.75,Male
Euros 2010,Edinburgh B,Paul Brown,75,Male
Euros 2010,Edinburgh B,David Norris,75,Male
Euros 2010,Edinburgh A,Sebastian Osborn,76.5,Male
Euros 2010,Edinburgh A,Victoria Smith,76.5,Female
Euros 2010,Utrecht A,Tomas Beerthuis,74.125,Male
Euros 2010,Utrecht A,Tessa van der Voort,73.25,Female
Euros 2010,LMU Munich B,Markus Dankerl,72.25,Male
Euros 2010,LMU Munich B,Vladyslav Yaschenko,70.25,Male
Euros 2010,LMU Munich A,Valerio Morelli,71.5,Male
Euros 2010,LMU Munich A,Almut Graebsch,70.625,Female
Euros 2010,Belgrade C,Goran Jankuloski,72.375,Male
Euros 2010,Belgrade C,Tijana Mijalkovic,71.75,Female
Euros 2010,Strathclyde A,Neil Campbell,74.875,Male
Euros 2010,Strathclyde A,kirsty graham,71.75,Female
Euros 2010,DCU A,Kenneth Hynes,75.25,Male
Euros 2010,DCU A,David Brady,74.875,Male
Euros 2010,York B,Nathan Paulson,75.375,Male
Euros 2010,York B,Mark Schofield,74.75,Male
Euros 2010,York A,Michael Pryke,75.375,Male
Euros 2010,York A,Matteo De Martino,74,Male
Euros 2010,Bilkent A,Ovunc Demir,70.375,Unknown
Euros 2010,Bilkent A,Ecem Pirler,69.625,Female
Euros 2010,MSTU Bauman A,Andrey Averyanov,66.5,Male
Euros 2010,MSTU Bauman A,Grigorii Baev,66.25,Male
Euros 2010,Carnegie Mellon A,Patrick Steinhagen,62,Male
Euros 2010,Carnegie Mellon A,Shivani Arora,60.5,Female
Euros 2010,Berlin A,Patrick Ehmann,74.875,Male
Euros 2010,Berlin A,Dessislava Kirova,73.875,Female
Euros 2010,Ono A,Yanir Kapach,71.125,Unknown
Euros 2010,Ono A,Netali Cohen,69,Unknown
Euros 2010,Galatasaray C,Akin Egemen,69.25,Unknown
Euros 2010,Galatasaray C,Nilsun Gursoy,69,Unknown
Euros 2009,Oxford F,Weige Wu,77.71428571,Unknown
Euros 2009,Oxford F,Thomas O'Reilly,76.28571429,Male
Euros 2009,Oxford D,Rachel Watson,78.57142857,Female
Euros 2009,Oxford D,Sebastian Farquhar,78.57142857,Male
Euros 2009,Oxford E,Thomas Hosking,83.42857143,Male
Euros 2009,Oxford E,Joanna Farmer,78.85714286,Female
Euros 2009,Oxford B,Elizabeth Bauer,81.57142857,Female
Euros 2009,Oxford B,Ben Jasper,81.57142857,Male
Euros 2009,Oxford C,Neil Dewar,83.71428571,Male
Euros 2009,Oxford C,Max Kasriel,82.57142857,Male
Euros 2009,Oxford A,Jonathan Leader Maynard,87,Male
Euros 2009,Oxford A,Shengwu Li,85.28571429,Unknown
Euros 2009,VSE A,Viktor Vigoda,71.42857143,Male
Euros 2009,VSE A,Lubomir Svacina,69.85714286,Male
Euros 2009,HSE Moscow A,Yulia Domoratskaya,65.85714286,Female
Euros 2009,HSE Moscow A,Dina Yakupova,60.14285714,Female
Euros 2009,HSE Moscow B,Maria Gavrilova,71.85714286,Female
Euros 2009,HSE Moscow B,Ekaterina Filyurina,71.28571429,Female
Euros 2009,Technion B,Amir Rachum,70.71428571,Male
Euros 2009,Technion B,Ilya Melamed,70.42857143,Male
Euros 2009,Technion C,Gil Kerbs,72.85714286,Male
Euros 2009,Technion C,Maayan Kislev,72.28571429,Female
Euros 2009,Erasmus B,Lucien de Bruin,77.85714286,Male
Euros 2009,Erasmus B,Eric Stam,77.57142857,Male
Euros 2009,Erasmus A,Daniel Springer,76.42857143,Male
Euros 2009,Erasmus A,Jeroen Heun,76.28571429,Male
Euros 2009,Aberystwyth A,Michael Keary,76.42857143,Male
Euros 2009,Aberystwyth A,David Jones,75.85714286,Male
Euros 2009,Technion A,Mark Berlin,71.28571429,Male
Euros 2009,Technion A,Tamir Manzur,69.85714286,Male
Euros 2009,SOAS A,Sheraz Qureshi,78,Unknown
Euros 2009,SOAS A,Jordan Anderson,77.42857143,Male
Euros 2009,SOAS B,Muin Boase,68.28571429,Male
Euros 2009,SOAS B,Mashall Khattak,67.71428571,Unknown
Euros 2009,Deree A,Vassilis Boukas,73.57142857,Unknown
Euros 2009,Deree A,Kimon Ioannides,71.42857143,Unknown
Euros 2009,NUIG L&D C,Eileen Sorcha Aine Coughlan,72.85714286,Female
Euros 2009,NUIG L&D C,Ronan Fitzpatrick,72.14285714,Male
Euros 2009,RRIS A,Daniel Gindis,73.57142857,Male
Euros 2009,RRIS A,Noga Golan,72.42857143,Female
Euros 2009,Galatasaray A,Engin Arikan,76.28571429,Male
Euros 2009,Galatasaray A,Leyla Orak,76,Female
Euros 2009,Nottingham B,Timothy Lees,78.57142857,Male
Euros 2009,Nottingham B,Ben Williams,76.85714286,Male
Euros 2009,Nottingham A,James Torrance,81.42857143,Male
Euros 2009,Nottingham A,Tom Jackson,78.57142857,Male
Euros 2009,Galatasaray B,Isil Yelkenci,72.85714286,Unknown
Euros 2009,Galatasaray B,Kerem Celikboya,71.28571429,Male
Euros 2009,Riga A,Martins Vaivars,78.71428571,Unknown
Euros 2009,Riga A,Arvydas Ziobakas,77.71428571,Male
Euros 2009,Durham C,Anthony Wieczorek,76.85714286,Male
Euros 2009,Durham C,Jon Worgan,75.57142857,Male
Euros 2009,Athens A,Manos Moschopoulos,74.14285714,Male
Euros 2009,Athens A,Manolis Polychronides,72.28571429,Male
Euros 2009,Mykolas Romeris A,Monika Bukelskyte,71.57142857,Female
Euros 2009,Mykolas Romeris A,Rimas Andrijauskas,70.85714286,Male
Euros 2009,Munich/Maximilian A,Aurora Simionescu,74.71428571,Female
Euros 2009,Munich/Maximilian A,Vladyslav Yaschenko,72.85714286,Male
Euros 2009,St Andrews A,Miles Wood,78.42857143,Male
Euros 2009,St Andrews A,James Beadle,76.85714286,Male
Euros 2009,Munich/Maximilian C,Eva-Maria Risse,72.14285714,Unknown
Euros 2009,Munich/Maximilian C,Anna Hoertensteiner,69.28571429,Female
Euros 2009,Munich/Maximilian B,Karen Schmid,75.57142857,Female
Euros 2009,Munich/Maximilian B,Markus Dankerl,74.28571429,Male
Euros 2009,Bonaparte/Vrije A,Adrian de Groot Ruiz,73.85714286,Male
Euros 2009,Bonaparte/Vrije A,Michel Scholte,71.42857143,Male
Euros 2009,Bonaparte/Vrije B,Bob Alberts,68.85714286,Male
Euros 2009,Bonaparte/Vrije B,Samuel van Steen,68.28571429,Male
Euros 2009,Bonaparte/Vrije C,Walter Freeman,68.71428571,Male
Euros 2009,Bonaparte/Vrije C,Huibert Jonkers,67.71428571,Male
Euros 2009,Cardiff B,Edward Mason,71.14285714,Male
Euros 2009,Cardiff B,Bethan Roberts,69.28571429,Female
Euros 2009,Cardiff C,Craig Sutherland,71.28571429,Male
Euros 2009,Cardiff C,Victoria Jones,71.14285714,Female
Euros 2009,Cardiff A,Sarah Ingram,73.42857143,Female
Euros 2009,Cardiff A,Kerry Maginess-Roberts,73,Female
Euros 2009,St Andrews C,Madeleine Grieve,77.42857143,Female
Euros 2009,St Andrews C,Laura Mattina,75.57142857,Female
Euros 2009,St Andrews B,Rachael Whitbread,75,Female
Euros 2009,St Andrews B,Daniel Berman,73.28571429,Male
Euros 2009,Tartu A,Anna Karolin,74.42857143,Female
Euros 2009,Tartu A,Holger Nomm,72,Male
Euros 2009,St Andrews D,Chris Harper,78.28571429,Male
Euros 2009,St Andrews D,Sarah Whittam,75.14285714,Female
Euros 2009,YEF A,Ana Bojadzievska,68.42857143,Female
Euros 2009,YEF A,Stefana Karevska,68.28571429,Female
Euros 2009,Imperial College A,Dominic Cottrel,73.85714286,Male
Euros 2009,Imperial College A,Max White,72.57142857,Male
Euros 2009,TCD Phil B,Kiera Healy,80.28571429,Female
Euros 2009,TCD Phil B,Ruth Faller,79.57142857,Female
Euros 2009,TCD Phil A,Emma Regan,74.42857143,Female
Euros 2009,TCD Phil A,Sinead Waldron,73,Unknown
Euros 2009,Warwick A,Dan Smith,76.85714286,Male
Euros 2009,Warwick A,Claire Schofield,76.71428571,Female
Euros 2009,Warwick C,Jonny Sherwood,74.71428571,Male
Euros 2009,Warwick C,Owain Griffiths,74.57142857,Male
Euros 2009,Warwick B,Ed Jones,76.57142857,Male
Euros 2009,Warwick B,Gareth Williams,73.57142857,Male
Euros 2009,Warwick D,Raj Shukla,71.14285714,Male
Euros 2009,Warwick D,Nick Everritt,69.57142857,Male
Euros 2009,Masaryk Uni A,Martin Dubeci,71,Male
Euros 2009,Masaryk Uni A,Monika Hlavkova,70,Female
Euros 2009,Tilbury/Cologne A,Fabian Farkas,76.42857143,Male
Euros 2009,Tilbury/Cologne A,Johannes Norrenbrock,76,Male
Euros 2009,Tilbury/Cologne B,Tillman Schrammel,75.28571429,Unknown
Euros 2009,Tilbury/Cologne B,David Lamouroux,74,Male
Euros 2009,Tallinn A,Maria Kesa,74.28571429,Female
Euros 2009,Tallinn A,Silver Suun,73.57142857,Male
Euros 2009,Cambridge A,Douglas Cochran,82.71428571,Male
Euros 2009,Cambridge A,Harish Natarajan,81.14285714,Male
Euros 2009,Cambridge C,Mary Nugent,79.28571429,Female
Euros 2009,Cambridge C,Charlotte Thomas,78.57142857,Female
Euros 2009,Cambridge B,Jo Box,82.57142857,Unknown
Euros 2009,Cambridge B,Richard Lau,82.42857143,Male
Euros 2009,Cambridge E,Jack Watson,81.57142857,Male
Euros 2009,Cambridge E,Elisa Haining,80.42857143,Female
Euros 2009,UCC Phil A,Art Ward,82.28571429,Male
Euros 2009,UCC Phil A,Eoghan McSwiney,80.42857143,Male
Euros 2009,UCC Phil B,Luke Harris,74.42857143,Male
Euros 2009,UCC Phil B,Kieran O'Sullivan,73.57142857,Male
Euros 2009,UCC Phil C,Daniel Gleeson,75.71428571,Male
Euros 2009,UCC Phil C,Kieran Murphy,74.14285714,Male
Euros 2009,KCL C,Luke Blaxill,74.28571429,Male
Euros 2009,KCL C,Jacob Lipton,73.28571429,Male
Euros 2009,KCL B,Furqaan Yusaf,77.85714286,Unknown
Euros 2009,KCL B,Chris Hall,77.85714286,Male
Euros 2009,KCL A,Inderjit Dhami,78.14285714,Male
Euros 2009,KCL A,Jon Gaydon,77.85714286,Male
Euros 2009,EOTVOS LORAND A,David Dorosz,68.57142857,Male
Euros 2009,EOTVOS LORAND A,Laszlo szy,67.42857143,Unknown
Euros 2009,EOTVOS LORAND B,Alexandra szabo,63.28571429,Female
Euros 2009,EOTVOS LORAND B,Rita Halasi,62.57142857,Female
Euros 2009,Ben Gurion A,Eldad Shilo,70.85714286,Male
Euros 2009,Ben Gurion A,Ori Noked,70.71428571,Male
Euros 2009,Ben Gurion C,Sharon Barak,72.14285714,Female
Euros 2009,Ben Gurion C,Dan Weintraub,71.14285714,Male
Euros 2009,Ben Gurion B,Yohai Mandabi,72.71428571,Male
Euros 2009,Ben Gurion B,Anat Zaidenberg,70.57142857,Female
Euros 2009,Tel Aviv C,Vered Shacham,74.14285714,Female
Euros 2009,Tel Aviv C,Noa Tamir,73.57142857,Female
Euros 2009,Tel Aviv B,Sella Nevo,77,Unknown
Euros 2009,Tel Aviv B,Danny Zeevi,76.57142857,Male
Euros 2009,Tel Aviv A,Yoni Cohen,79.28571429,Male
Euros 2009,Tel Aviv A,Uri Merhav,79.14285714,Male
Euros 2009,Babes-Bolyai A,Radu Cotarcea,75.14285714,Male
Euros 2009,Babes-Bolyai A,Bianca Dragomir,74.85714286,Female
Euros 2009,Babes-Bolyai B,Dana Cabau,65.42857143,Female
Euros 2009,Babes-Bolyai B,Ana-Maria Udrea,65,Unknown
Euros 2009,Babes-Bolyai C,Pop Grigore,74.57142857,Unknown
Euros 2009,Babes-Bolyai C,Jurau Sinziana,72.28571429,Unknown
Euros 2009,Aberdeen B,Katherine Duncan,72.28571429,Female
Euros 2009,Aberdeen B,Sarah Beverstock,72.14285714,Female
Euros 2009,Aberdeen C,Jamie Forsyth,71.14285714,Female
Euros 2009,Aberdeen C,Kelsey Reader,69.28571429,Female
Euros 2009,Aberdeen A,Shaughan Dolan,75.57142857,Unknown
Euros 2009,Aberdeen A,Alastair Kerr,72.85714286,Male
Euros 2009,Turku A,Janne Mustonen,63.42857143,Female
Euros 2009,Turku A,Tomi Virtanen,62,Male
Euros 2009,Moscow MGIMO B,Maria Afanaseva,68.85714286,Female
Euros 2009,Moscow MGIMO B,Svetlana Kosterina,66.85714286,Female
Euros 2009,Moscow MGIMO A,Victor Rogulenko,67.71428571,Male
Euros 2009,Moscow MGIMO A,Alexey Naumov,67.14285714,Male
Euros 2009,Haifa D,Tomer Mozes-Sadeh,68.14285714,Male
Euros 2009,Haifa D,Hadas Lavi,67.14285714,Female
Euros 2009,Haifa B,Inbal Goldfracht,70.71428571,Female
Euros 2009,Haifa B,Roni Wulkan,70.57142857,Male
Euros 2009,Haifa C,Ohad Davidow,73.85714286,Male
Euros 2009,Haifa C,Shiri Noyman,72.14285714,Unknown
Euros 2009,Haifa A,Leor Sapir,78.28571429,Male
Euros 2009,Haifa A,Hanneke Berman,76.57142857,Female
Euros 2009,Ljubljana B,Spela Kunej,77,Unknown
Euros 2009,Ljubljana B,Bostjan Plostajner,76.42857143,Unknown
Euros 2009,Ljubljana C,Cert Podlogar,75,Unknown
Euros 2009,Ljubljana C,Anna England Kerr,74.85714286,Female
Euros 2009,Glasgow GUU D,Ross Mitchell,71.28571429,Male
Euros 2009,Glasgow GUU D,Christopher Sibbald,69.42857143,Male
Euros 2009,Ljubljana A,Filip Dobranic,76.14285714,Male
Euros 2009,Ljubljana A,Maja Cimerman,75,Female
Euros 2009,Glasgow GUU B,Kirsty Kakanskas,75.71428571,Female
Euros 2009,Glasgow GUU B,Hannah MacKenzie,75.57142857,Female
Euros 2009,Glasgow GUU C,Neil Armstrong,75.57142857,Male
Euros 2009,Glasgow GUU C,Marie Penman,73.57142857,Female
Euros 2009,Belgrade B,Vesna Ceranic,72.14285714,Female
Euros 2009,Belgrade B,Milan Krstanovic,70.71428571,Male
Euros 2009,Glasgow GUU A,Andy Gray,77.42857143,Male
Euros 2009,Glasgow GUU A,Katrina Shand,77,Female
Euros 2009,Berlin A,Bastian Laubner,77.57142857,Male
Euros 2009,Berlin A,Patrick Ehmann,76.85714286,Male
Euros 2009,Berlin B,Dessislave Kirova,74.57142857,Unknown
Euros 2009,Berlin B,Niels Schroter,73.28571429,Male
Euros 2009,Berlin C,Julian Schneider,72.71428571,Male
Euros 2009,Berlin C,Hien Do Thi Tam,72.71428571,Female
Euros 2009,UCD Law A,Cliona Ashe,76.85714286,Unknown
Euros 2009,UCD Law A,Dearbhail O’Crowley,76.28571429,Female
Euros 2009,UCD Law C,Barry Singleton,71.28571429,Male
Euros 2009,UCD Law C,Niall Fahy,70,Male
Euros 2009,UCD Law B,Dearbhla O'Gorman,74.42857143,Unknown
Euros 2009,UCD Law B,Aoife McDonagh,73.85714286,Female
Euros 2009,Sheffield A,Rajin Chowdhury,69.57142857,Unknown
Euros 2009,Sheffield A,Jonathan Hunt,67.71428571,Male
Euros 2009,Bar Ilan A,Mor Yamin,71.14285714,Male
Euros 2009,Bar Ilan A,Amit Shuchnazky,70.28571429,Male
Euros 2009,Montenegro A,Jelena Joksimovic,65.85714286,Female
Euros 2009,Montenegro A,Nevenka Vuksanovic,65.42857143,Female
Euros 2009,Greifswald A,Sarah Jaglitz,73.28571429,Female
Euros 2009,Greifswald A,Rafael Heinisch,73,Male
Euros 2009,Bristol A,Thomas Walker,76,Male
Euros 2009,Bristol A,Martin Dimitrov,75,Male
Euros 2009,Bristol B,Shoshana Davidson,74.42857143,Female
Euros 2009,Bristol B,Francis Ng,72.71428571,Male
Euros 2009,Bristol C,Megan Stodel,75,Female
Euros 2009,Bristol C,Julia Vita,74.28571429,Female
Euros 2009,Singapore A,Kelvin Chong,77,Male
Euros 2009,Singapore A,Ashok Kumar,75.14285714,Male
Euros 2009,TCD Hist A,Huw Duffy,78.42857143,Male
Euros 2009,TCD Hist A,Catherine Murphy,76.85714286,Female
Euros 2009,TCD Hist C,Ctolm Denny,74.57142857,Unknown
Euros 2009,TCD Hist C,Anthony McDonnell,71.57142857,Male
Euros 2009,TCD Hist B,Niall Sherry,77.28571429,Male
Euros 2009,TCD Hist B,Ciaran Parkin,75,Male
Euros 2009,METU A,Busra Ferligul,72.14285714,Unknown
Euros 2009,METU A,Onur Guyaguler,71.57142857,Male
Euros 2009,Hebrew Uni C,Mollie Gerver,75.71428571,Female
Euros 2009,Hebrew Uni C,Michal Trudler,72.14285714,Male
Euros 2009,Hebrew Uni B,Hayah Eichler,78.14285714,Unknown
Euros 2009,Hebrew Uni B,Raanan Eichler,76.42857143,Male
Euros 2009,Hebrew Uni A,Elhanan Miller,77,Male
Euros 2009,Hebrew Uni A,Haran Pilpel,75.42857143,Unknown
Euros 2009,Manchester A,James Dixon,77.14285714,Male
Euros 2009,Manchester A,Richard Robinson,76.28571429,Male
Euros 2009,Leiden C,Koen Van Schie,75.42857143,Male
Euros 2009,Leiden C,Senna Maatoug,74.85714286,Unknown
Euros 2009,Leiden B,Rogier Baart,73.14285714,Male
Euros 2009,Leiden B,Edwin Nijhof,70.42857143,Male
Euros 2009,Leiden A,Rob Honig,78.14285714,Male
Euros 2009,Leiden A,Ali al Khatib,77.85714286,Male
Euros 2009,St. Gallen A,Jochen Schanbacher,65.14285714,Male
Euros 2009,St. Gallen A,Robin Schadler,64.14285714,Male
Euros 2009,Limerick A,Maurice Cotter,72.28571429,Male
Euros 2009,Limerick A,Aidan McDonagh,69.42857143,Male
Euros 2009,Limerick B,Stephen Egan,76,Male
Euros 2009,Limerick B,Mairead De Faoite,76,Unknown
Euros 2009,Limerick C,David Hartery,70.57142857,Male
Euros 2009,Limerick C,Darragh Roche,70.28571429,Male
Euros 2009,UCL A,Natasha Hausdorff,74.85714286,Female
Euros 2009,UCL A,Constanze Bell,74.71428571,Female
Euros 2009,UCL B,Paul Collier,73.42857143,Male
Euros 2009,UCL B,Anjana Daniel,70.71428571,Female
Euros 2009,Groningen A,Floor de Koning,75.71428571,Unknown
Euros 2009,Groningen A,Steffy Hooijenga,74.14285714,Unknown
Euros 2009,UCD L&H C,Kieran Daly,76.85714286,Male
Euros 2009,UCD L&H C,James Fagan,75,Male
Euros 2009,UCD L&H B,Ian Hastings,79.57142857,Male
Euros 2009,UCD L&H B,Conor McAndrew,77,Male
Euros 2009,UCD L&H A,Susan Connolly,82.14285714,Female
Euros 2009,UCD L&H A,Jeremy Kinsella,79.14285714,Male
Euros 2009,Nottingham C,Jessica Cooke,72.85714286,Female
Euros 2009,Nottingham C,Emma Jones,70.71428571,Female
Euros 2009,Inner Temple A,Tabitha Willmer,78.28571429,Female
Euros 2009,Inner Temple A,Tom Collins,75.85714286,Male
Euros 2009,Inner Temple B,Jessica Brindle,72.42857143,Female
Euros 2009,Inner Temple B,Gareth Davies,71.85714286,Male
Euros 2009,Galatasaray C,Seda Palanduz,72.57142857,Female
Euros 2009,Galatasaray C,Burcu Yakici,71.42857143,Female
Euros 2009,Cambridge D,Marc Delehanty,79.57142857,Male
Euros 2009,Cambridge D,David Middlemiss,79.42857143,Male
Euros 2009,Zagreb A,Branka Marusic,70.85714286,Female
Euros 2009,Zagreb A,Lea Tafra,69.57142857,Female
Euros 2009,Magdeburg A,Miriam Hauft,72.14285714,Female
Euros 2009,Magdeburg A,Jonas Werner,72.14285714,Male
Euros 2009,Manchester C,Mark Uttley,69,Male
Euros 2009,Manchester C,Thomas Hunt,68,Male
Euros 2009,Cambridge F,Aliyah Akram,79.28571429,Female
Euros 2009,Cambridge F,William Davis,78,Male
Euros 2009,Aberystwyth B,Neil Fraser,69.71428571,Male
Euros 2009,Aberystwyth B,Helena Finch,68.85714286,Female
Euros 2009,Belgrade D,Dino Ibisbegovic,71.85714286,Male
Euros 2009,Belgrade D,Slobodan Trivic,70.57142857,Male
Euros 2009,IDC Herzliya B,Hadar Radzinski,75.42857143,Unknown
Euros 2009,IDC Herzliya B,Uri Feldman,73.57142857,Male
Euros 2009,IDC Herzliya C,Nitzan Ohali,71.71428571,Male
Euros 2009,IDC Herzliya C,Maya Boursi,70,Female
Euros 2009,IDC Herzliya A,Natalie Schneider,76.42857143,Female
Euros 2009,IDC Herzliya A,Jonathan Braverman,76.42857143,Male
Euros 2009,UCC Law B,John Beechinov,73.71428571,Male
Euros 2009,UCC Law B,Becky West,73,Female
Euros 2009,UCC Law A,Mark Collins,80.71428571,Male
Euros 2009,UCC Law A,Aengus Ocorrain,79.71428571,Male
Euros 2009,Durham E,Daniel Coleman-Cooke,71.28571429,Male
Euros 2009,Durham E,Rory White-Andrews,70.42857143,Male
Euros 2009,Durham D,Thomas McCall,70.71428571,Male
Euros 2009,Durham D,Francis Hornold-Strickland,70.57142857,Male
Euros 2009,Stuttgart A,Michael Saliba,69.85714286,Male
Euros 2009,Stuttgart A,Nils Haneklaus,68.85714286,Male
Euros 2009,NUIG L&D D,Jacqueline Driscoll,72.28571429,Female
Euros 2009,NUIG L&D D,Neasa O'Callaghan,68.85714286,Female
Euros 2009,Durham A,Luke Wells,77.28571429,Male
Euros 2009,Durham A,Tim Finlay,77,Male
Euros 2009,NUIG L&D B,James Hope,76.14285714,Male
Euros 2009,NUIG L&D B,Tony McDonnell,74,Male
Euros 2009,NUIG L&D A,Sean Butler,78.28571429,Male
Euros 2009,NUIG L&D A,Conor Kelly,77.28571429,Male
Euros 2009,Durham B,Thomas Ball,80.57142857,Male
Euros 2009,Durham B,Calum Jones,77.71428571,Unknown
Euros 2009,Tokyo A,Ryotaro Tanaka,73.57142857,Male
Euros 2009,Tokyo A,Atsushi Inutsuka,67.14285714,Male
Euros 2009,Belgrade A,Marko Cirovic,71.57142857,Male
Euros 2009,Belgrade A,Milan Vignjevic,71.28571429,Male
Euros 2009,Edinburgh A,Niamh O Maolain,76.28571429,Female
Euros 2009,Edinburgh A,Victoria Smith,75.42857143,Female
Euros 2009,Bogazici A,Melda Eren,69.85714286,Female
Euros 2009,Bogazici A,Cem Turkeli,69.57142857,Male
Euros 2009,Belgrade C,Nevena Skocic,68.28571429,Female
Euros 2009,Belgrade C,Djurdja Dakoviuc,66.85714286,Unknown
Euros 2009,DCU A,David Brady,76.71428571,Male
Euros 2009,DCU A,Kenneth Hynes,74.14285714,Male
Euros 2009,York A,Chris Woods,74.28571429,Male
Euros 2009,York A,Tony Richards,70.14285714,Male
Euros 2009,Bilkent A,Denizhan Kilic,76.57142857,Male
Euros 2009,Bilkent A,Onercan Kilic,72.71428571,Unknown
Euros 2009,KOC A,Ozan Ondes,76.28571429,Male
Euros 2009,KOC A,Can Talaz,74,Unknown
Euros 2009,KOC B,Ozkan Batumoglu,69.14285714,Unknown
Euros 2009,KOC B,Ismail Hot,67.42857143,Male
Euros 2009,KOC C,Guncem Seray Kuzu,67.28571429,Unknown
Euros 2009,KOC C,Banu Ozbek,66.14285714,Female
Euros 2009,Manchester B,Dominic Hardwick,66.71428571,Male
Euros 2009,Manchester B,Alexander Rabinovich,65.71428571,Male
Euros 2008,ULIT A,Elcin Avci,58.42857143,Male
Euros 2008,ULIT A,Fatma Gul Ozen,58.14285714,Female
Euros 2008,CAMBRIDGE A,Shane Murray,79.85714286,Male
