chimp,sex,DoB,status,lastDate,sample,fear,dom,pers,caut,stbl,aut,stngy,jeals,reckl,soc,tim,symp,play,sol,actv,help,buly,aggr,manp,gntl,affc,exct,impl,inqs,subm,depd,irri,pred,decs,depr,sens,defn,intll,prot,invt,clmy,errc,frdy,lazy,dsor,unem,imit,indp,Thot,Anx,Conv,Unper,Vuln,Cool,Cur,Dist,Indv,Innov,Quit,,status,use,dummy,age_pr
588,0,06/01/1974,Death,17/09/2009,AZA,4.666666667,1.666666667,2.333333333,5.666666667,4.333333333,2,2.666666667,3.666666667,1.333333333,5,4.666666667,4,2.333333333,3.666666667,3,3.333333333,1.666666667,1.666666667,4.333333333,4.666666667,4,4.666666667,2.333333333,4.333333333,6.666666667,6,2.333333333,4.666666667,3.666666667,3,5.333333333,1.333333333,5.333333333,4,1.666666667,2,2.333333333,4.333333333,4.333333333,1.666666667,3,3,3,,,,,,,,,,,,,1,2,2,22.13552361
603,1,01/10/1974,,#NUM!,AZA,3,5.666666667,4.666666667,4.333333333,5.666666667,3.666666667,2,2,2.333333333,5,2.333333333,5,4,2.666666667,4,4.666666667,3,3.666666667,3.333333333,5,5.333333333,4.666666667,3.666666667,4,3,3,3,4.333333333,5,1.333333333,4.666666667,2.666666667,5.666666667,5,3.666666667,3,2.333333333,5.333333333,2.666666667,1.666666667,1.666666667,3,5.666666667,,,,,,,,,,,,,1,1,1,19.23887748
606,0,3/19/1974,LTF,#NUM!,AZA,6,2.5,4,2.5,2.5,2,5,4,4,1.5,5.5,2.5,2.5,4.5,3,3,4,4,4,2,1.5,4.5,5,3,5.5,4.5,4.5,3,3,3.5,3.5,4,3.5,2.5,2.5,2.5,4.5,2,4.5,2,3,3,4.5,,,,,,,,,,,,,1,2,2,20.3340178
609,0,5/15/1974,,#NUM!,AZA,4.5,3.5,4,4,3,5,4.5,4.5,3.5,4.5,3.5,4.5,3.5,3.5,4,3.5,3.5,3,3.5,4,4.5,4.5,3.5,5,4.5,4,3,3,4.5,3,5,3.5,5.5,3.5,5.5,2,2.5,4,3.5,2,3,2.5,3.5,,,,,,,,,,,,,1,1,1,19.2881588
621,0,01/01/1975,Death,27/02/2008,AZA,6.5,1,2,6.75,2,4.5,1.5,1.5,1,4.5,5,5.25,4,4.25,3.25,4.75,1.25,1,1.75,5.75,5,4.5,2.5,3.75,6.75,5.5,3,5.5,2.75,3.25,4.75,1,4.5,3.75,5,2.5,3,5.75,4,3.75,1.75,3.75,2.75,,,,,,,,,,,,,1,1,1,18.23682409
622,1,01/01/1975,Death,25/08/2011,AZA,1.666666667,7,5.333333333,1.666666667,4.666666667,6,2.666666667,4,2.666666667,5.333333333,1.666666667,5.333333333,5.666666667,4,4.666666667,5,3,2.666666667,4.333333333,5.333333333,5,4.333333333,2.666666667,5.666666667,1,2.333333333,2.333333333,5.666666667,6,3,5.666666667,3,6.666666667,6,4.666666667,1,1.666666667,5.333333333,2.666666667,1.333333333,1.666666667,5,6.333333333,,,,,,,,,,,,,1,2,2,21.13620808
630,1,5/21/1975,,#NUM!,AZA,4,5,3.666666667,3.333333333,4.666666667,1.333333333,4.333333333,5,2.666666667,4,3,3.666666667,2.666666667,5,2.333333333,3.333333333,5.333333333,4.333333333,4,4,5,4.666666667,4.666666667,4.333333333,2,2.333333333,3.333333333,4.666666667,4.333333333,4,3.333333333,2,4.333333333,3.333333333,3.333333333,2,2,4,3.333333333,2,3,2.666666667,4,,,,,,,,,,,,,1,1,1,17.79329227
631,0,06/03/1975,LTF,#NUM!,AZA,3.5,5.166666667,5,4,4.666666667,2.333333333,4.5,5.5,3.333333333,4.166666667,3.333333333,3.666666667,3.333333333,3.166666667,4.333333333,3.5,5.666666667,5.833333333,5,3,5.333333333,4,4.666666667,2.666666667,3.166666667,2.166666667,4.333333333,4,6,3,3.666666667,4,4.833333333,4.833333333,3.5,1.833333333,3.5,3.5,2.666666667,1.333333333,3.5,2,5.5,,,,,,,,,,,,,1,1,1,17.90006845
634,0,07/12/1975,Death,30/12/2012,AZA,3.333333333,4,4.666666667,3.333333333,3,2.666666667,3,3.666666667,3.333333333,4,2.666666667,3.666666667,2.333333333,4.333333333,2.666666667,4,5,4.666666667,2.666666667,4,4.333333333,5.333333333,4.666666667,2.666666667,4.333333333,4.333333333,5,3.333333333,4.333333333,3.666666667,3.333333333,3,3,3.333333333,3,3,2.333333333,4.333333333,4,2.333333333,3,3.333333333,3,,,,,,,,,,,,,1,1,1,17.9301848
635,0,8/27/1975,,#NUM!,AZA,3.333333333,4.333333333,4.333333333,5,5.333333333,1,2.666666667,1.666666667,1.666666667,4.666666667,3.333333333,5.333333333,3.333333333,3,3.666666667,5.333333333,2.333333333,1.333333333,2.333333333,5,5.666666667,3,1.666666667,4.666666667,4,3.333333333,2,6,6,1.333333333,6.333333333,2,7,5.333333333,5.666666667,1,1,5,1.666666667,1.333333333,4.333333333,3.333333333,5,,,,,,,,,,,,,1,1,1,17.80424367
643,0,02/05/1976,Death,09/05/2005,AZA,4.333333333,3.333333333,3.333333333,4.333333333,3.333333333,3,3.666666667,2.333333333,3,4.666666667,4.333333333,4.333333333,4.333333333,3.666666667,4,3.666666667,2.333333333,3,4,4.333333333,4.666666667,4.666666667,3.333333333,3.333333333,4.666666667,3.666666667,2.666666667,3.666666667,4,1.666666667,3.666666667,3.333333333,3.666666667,4.333333333,3.333333333,1.333333333,2.666666667,5,2.666666667,2.333333333,2.666666667,3,4,,,,,,,,,,,,,1,1,1,17.36071184
645,0,5/18/1976,Death,10/12/1995,AZA,4.5,3.333333333,4,4.833333333,5.5,2.166666667,3.5,3.166666667,2.5,4.666666667,3.5,5.5,3.666666667,3.166666667,2.333333333,4.166666667,2.166666667,2.166666667,3.333333333,5,4.833333333,3.5,2.666666667,3.833333333,4.666666667,4.666666667,3,4.666666667,4.5,2.5,5.166666667,3.333333333,5,5.5,3.5,2.5,2,4.833333333,4,2.333333333,4,3.5,5,,,,,,,,,,,,,1,1,1,16.86516085
649,1,09/09/1976,,#NUM!,AZA,4.5,5,5.5,4.5,3.5,1,3.5,4.5,5,5,2,4.5,4.5,2,4.5,5,5.5,5,5,5,5,5,5,5,2,1.5,5,4,5,3,4.5,4.5,4,5.5,4,2.5,3,5.5,3.5,3,1,3.5,4,,,,,,,,,,,,,1,1,1,16.78028747
650,1,01/01/1976,Death,08/02/2005,AZA,2.333333333,6.333333333,3.666666667,2.333333333,4.333333333,3,2.666666667,2.333333333,3.333333333,5.333333333,1.333333333,4.666666667,4.666666667,1.666666667,4.666666667,4,2.666666667,3,3,4.666666667,5.333333333,4.333333333,3.333333333,3.333333333,1.666666667,3,2.333333333,4.666666667,4.333333333,1.666666667,4,2.666666667,3,4.333333333,2.666666667,4.333333333,3,4.666666667,2.666666667,4,3.333333333,1.666666667,5.333333333,,,,,,,,,,,,,1,2,2,20.13689254
653,1,6/16/1977,,#NUM!,AZA,3.75,3.375,3,5.25,4.125,1.5,3.875,3.5,1.875,3.5,4.25,2.25,3.375,4.875,3,3,3.375,2.875,3.625,4.625,3,3,2.375,2.75,5.25,4.75,2,5.375,3.5,3.25,3.625,2.5,3.625,2.875,2.375,2.5,2.25,4,4.75,3.25,4,3.375,3.875,,,,,,,,,,,,,1,1,1,15.77275838
657,0,11/13/1977,,#NUM!,AZA,6,2,2,6,2,3.5,4,3,1,3,3.5,2,3,5.5,2.5,3,1,1.5,1,5.5,2.5,4.5,1.5,3,4.5,5.5,1,4.5,4,2.5,4.5,3.5,4,3,2,1.5,3.5,3.5,4.5,1.5,3.5,2.5,4,,,,,,,,,,,,,1,1,1,15.58110883
660,1,06/11/1978,Death,26/07/2006,AZA,5,5,4.666666667,4,3.333333333,1,2,1.666666667,3,5,4.666666667,3.666666667,5,3,3.666666667,4,5.666666667,5.666666667,3.666666667,3.666666667,5.333333333,5.666666667,4.666666667,3.333333333,4.333333333,5.333333333,3,5.666666667,5.333333333,1.333333333,4,3.333333333,4.333333333,4,2,1.333333333,1.333333333,4,2.333333333,1.333333333,1.666666667,3,4,,,,,,,,,,,,,1,1,1,14.81724846
667,1,2/17/1978,Death,24/07/1994,AZA,3.5,4.5,4.833333333,3.833333333,4.5,2.833333333,2.666666667,3,4,5.5,2.166666667,4.833333333,4.833333333,2.833333333,5,4.5,3.666666667,4,5.833333333,4.5,4.166666667,3.333333333,3.333333333,3.833333333,3.833333333,4.5,3.166666667,4.666666667,5.666666667,1.833333333,5,3.833333333,5.166666667,4.5,3.333333333,2.666666667,2.5,4.833333333,3,2,3.5,3.5,5,,,,,,,,,,,,,1,1,1,14.28336756
702,0,12/12/1979,,#NUM!,AZA,6,1.333333333,3.333333333,6.333333333,3.666666667,1,1.333333333,1.666666667,1.333333333,4.333333333,6,4.666666667,3.333333333,4.333333333,4,4.666666667,1.666666667,1.333333333,1.666666667,6,5.333333333,4.666666667,1.666666667,3,4.333333333,5,1.333333333,5,4.333333333,2,4,1,5,3.666666667,2.333333333,1.333333333,1.333333333,5.333333333,3.333333333,1,3.333333333,3.333333333,3,,,,,,,,,,,,,1,1,1,13.31143053
710,1,5/13/1980,,#NUM!,AZA,5.833333333,2.166666667,3.333333333,6,3.166666667,4.833333333,3.333333333,2.5,2.833333333,4,5.666666667,4.166666667,3.5,5.666666667,3,3.666666667,2.166666667,2.166666667,2.666666667,5.333333333,4,5,3.166666667,3.333333333,5.833333333,4.5,2.333333333,5,3.166666667,4.166666667,5,2,3.333333333,3.333333333,2.666666667,5.166666667,2.833333333,4.666666667,4.5,4.5,3.166666667,3.333333333,2.333333333,,,,,,,,,,,,,1,1,1,12.8788501
716,0,8/24/1980,,#NUM!,AZA,3,4,4,3.666666667,4,2.666666667,5.666666667,5.666666667,4,4,3,2.666666667,2.333333333,3.333333333,4.333333333,3,4.333333333,3.333333333,5,3.333333333,3.333333333,3.666666667,2.666666667,4,3,3.333333333,3.666666667,4.666666667,5.666666667,2,3.666666667,4,4.666666667,3,5,2,2,4,3.666666667,2,3,3.333333333,5,,,,,,,,,,,,,5,2,2,22.85831622
720,0,10/16/1980,Death,03/01/2012,AZA,4,3.5,3,6.5,3.5,1,2,1.5,1,5.5,4,5,4.5,2.5,3,4.5,1,1,1,6,5.5,4.5,3.5,3.5,4.5,4.5,1,6,4.5,1,5,2.5,5.5,4.5,2,1.5,2.5,6.5,3.5,1.5,2.5,1.5,4,,,,,,,,,,,,,1,1,1,12.65708419
737,0,9/28/1981,,#NUM!,AZA,4.666666667,2.333333333,3.666666667,4.666666667,5.333333333,1.333333333,3,2.666666667,2.333333333,4.333333333,4.666666667,4,4,5,2.666666667,4,2.666666667,3,4,5.666666667,3.333333333,2.666666667,2,3.666666667,4.333333333,5.333333333,2,4,4,2.333333333,4.666666667,2.333333333,4.666666667,4.666666667,3,2.666666667,1,4.333333333,6,1.666666667,5,2,5,,,,,,,,,,,,,1,1,1,11.52908966
747,0,5/30/1982,LTF,#NUM!,AZA,2,4,5.5,4.5,4.5,2,4,2,1,6,3,5.5,7,1.5,6,5,3.5,1,4,4.5,6.5,4.5,1.5,7,3.5,2.5,1,4,5,3.5,3.5,3,5.5,5.5,6.5,1,2.5,6,1,2,1.5,6,6,,,,,,,,,,,,,1,2,2,12.13689254
752,1,7/26/1982,,#NUM!,AZA,2.5,6,5.5,2.5,2,1,5.5,5,3.5,5.5,1.5,2.5,5,2.5,4.5,3.5,5,6,5,3.5,6,3,6,5,1.5,2,3.5,3.5,6,1.5,3,5.5,6.5,3.5,6.5,1,4,5,1.5,1,1,6,5.5,,,,,,,,,,,,,1,1,1,10.88295688
758,0,9/21/1982,LTF,#NUM!,AZA,3,3.333333333,6,4.333333333,4.666666667,2.333333333,4.666666667,5.333333333,4.333333333,4.666666667,2.333333333,3.333333333,5,1.333333333,5.333333333,4.666666667,5.666666667,4.333333333,4.333333333,3,4.666666667,4.666666667,5,6.333333333,3.666666667,3.333333333,3.666666667,4,3.666666667,1.333333333,4,4,5.666666667,3.666666667,4,1.333333333,3,5,2.666666667,2.666666667,1.666666667,4,4.666666667,,,,,,,,,,,,,1,1,1,10.54893908
759,0,10/28/1982,,#NUM!,AZA,4,4,4.5,2.833333333,4.5,2,3.166666667,4.666666667,4.333333333,5.5,3.166666667,3.666666667,4,2.5,4.166666667,4,3.666666667,3.166666667,4.833333333,3.833333333,4.333333333,3.833333333,4,4.333333333,4.166666667,4.333333333,3.5,4.166666667,4,2.166666667,4.166666667,4.166666667,4.333333333,3.833333333,3.833333333,2.166666667,2.333333333,4.333333333,3.5,2.333333333,4,3.833333333,3.833333333,,,,,,,,,,,,,1,1,1,10.42847365
762,1,2/26/1982,Death,15/11/2010,AZA,2.5,3.833333333,4.333333333,3.5,3.833333333,1.666666667,3.166666667,3.666666667,4,4.5,2.333333333,3,3.5,2,4.5,4,5.333333333,4.666666667,5.166666667,3,3.666666667,4.5,3.666666667,3.5,3.833333333,3.833333333,4.333333333,4.5,4.166666667,2.166666667,3.833333333,3.5,4.666666667,3,2.666666667,1,2.833333333,3.833333333,3.333333333,1.833333333,3.166666667,4.833333333,3.666666667,,,,,,,,,,,,,1,1,1,11.10746064
771,0,4/14/1983,,#NUM!,AZA,5.666666667,1.833333333,3.833333333,5,2.666666667,6.5,3.333333333,3,2.666666667,2.666666667,3.833333333,3.333333333,4.333333333,4.833333333,3.333333333,2.833333333,1.5,2.166666667,3,4.5,2.333333333,4.5,2.666666667,3.333333333,3.666666667,4.333333333,2.5,4.5,2.666666667,4.166666667,3.666666667,2.333333333,2.166666667,2.833333333,2.5,3.333333333,3.166666667,3,3.833333333,3.333333333,3.166666667,3.666666667,3.666666667,,,,,,,,,,,,,1,1,1,10.03696099
780,0,10/23/1983,,#NUM!,AZA,3.333333333,5,4.666666667,5,4.333333333,1.333333333,4.333333333,3.333333333,2,5.666666667,4.333333333,3.666666667,6,2.666666667,4,3.666666667,4.333333333,3.333333333,3,4,5.333333333,4.666666667,2.333333333,4.333333333,3.666666667,3.666666667,2,5.333333333,4.666666667,2,4.666666667,2.333333333,5.666666667,3.666666667,4,1,2,4.666666667,2,1.333333333,2,4.333333333,4.333333333,,,,,,,,,,,,,1,1,1,9.456536619
781,1,12/02/1983,Death,27/03/2011,AZA,4.5,4.5,5.5,3,2.5,1,4,5,3.5,5.5,1.5,3.5,6,1,5.5,3,4,4,6,4,4,4,3,5,2.5,2,3.5,3.5,6,1,3.5,3.5,5.5,3.5,4,1,3,3.5,1,1.5,2.5,3.5,6,,,,,,,,,,,,,1,2,2,10.62833676
783,1,12/15/1983,Death,12/12/1996,AZA,3.666666667,3,5.333333333,3.333333333,4,1,3,3,6,5.333333333,3.333333333,3.666666667,3,3.666666667,3.333333333,4,3.333333333,4.333333333,5.333333333,4.333333333,4,5.666666667,5,3.666666667,3.333333333,4.333333333,2.333333333,3.666666667,3.666666667,2,4,5.666666667,3,3,2.333333333,4.666666667,4.333333333,4.333333333,3.666666667,4.666666667,3.333333333,3,3,,,,,,,,,,,,,1,2,2,12.183436
785,0,12/24/1983,,#NUM!,AZA,5.666666667,1,3.333333333,6.666666667,3.333333333,4.666666667,5,5,3.333333333,5,5.666666667,4.333333333,5.666666667,2.333333333,5.333333333,2.666666667,2.333333333,3.333333333,4.333333333,4,4.666666667,6,4.666666667,4.666666667,7,4.666666667,3.666666667,4,5,1.666666667,5,4.333333333,5.333333333,3,4.333333333,1.333333333,2.666666667,4,2.333333333,1.333333333,3,4.666666667,3.666666667,,,,,,,,,,,,,1,2,2,12.15879535
810,1,07/10/1984,Death,14/04/1997,AZA,6,2.5,4.166666667,5.5,3.666666667,4,3.5,3.666666667,4.5,3.166666667,5.333333333,4.166666667,4.333333333,5.666666667,3.5,3.666666667,3.833333333,4.166666667,3.833333333,4.166666667,3.166666667,5.333333333,5.166666667,4.5,4.666666667,3.833333333,3.5,4.666666667,4,5.166666667,3.833333333,5,4.333333333,3.333333333,3.833333333,3.666666667,3.666666667,3.333333333,3.833333333,3.666666667,3.5,3.666666667,3.833333333,,,,,,,,,,,,,1,1,1,8.796714579
813,0,8/18/1984,,06/04/2015,AZA,3.666666667,2.333333333,5.5,3,4,3.166666667,4.833333333,5,5.166666667,5.5,2.5,3.5,6.5,1.5,6,4,4.333333333,4.666666667,4.333333333,3.666666667,4.5,4.833333333,5.5,6,5,5.166666667,3,2.833333333,4.166666667,1.333333333,3.833333333,4,5,4.333333333,4.666666667,3,3.5,5.333333333,1.5,3,2.333333333,5.333333333,4,,,,,,,,,,,,,1,1,1,8.613278576
817,1,09/03/1984,Death,11/07/1995,AZA,5.666666667,1.166666667,3.333333333,5.333333333,3.666666667,1.5,4,4.166666667,2.833333333,4.166666667,5,4.666666667,4.333333333,5.166666667,4.333333333,4.5,1.333333333,1.333333333,3.333333333,5.666666667,3.833333333,3.666666667,3.666666667,5.166666667,5.666666667,5.666666667,3,4.333333333,3.5,3.5,4.833333333,2.166666667,4.333333333,4.333333333,3.833333333,2,1.833333333,5.166666667,2.833333333,3.166666667,3.333333333,4.5,3,,,,,,,,,,,,,1,1,1,8.588637919
820,1,10/28/1984,,06/04/2015,AZA,2.714285714,3.857142857,4.142857143,3.571428571,3.428571429,1.857142857,4.428571429,4.142857143,4.571428571,4,2.285714286,3.142857143,4.857142857,4.142857143,4.571428571,4.285714286,4.571428571,4.428571429,4.142857143,4.285714286,4,3.428571429,4.142857143,5.428571429,2.714285714,3.714285714,2.428571429,4,4.285714286,3.142857143,3.857142857,4,5,3.714285714,4.714285714,2,3.428571429,3.857142857,2.857142857,3.142857143,2.857142857,5,5.142857143,,,,,,,,,,,,,1,1,1,8.405201916
827,1,2/21/1985,,06/04/2015,AZA,3.5,2,5.5,3.5,3.5,1,4,2.5,4,6.5,3,3.5,7,1,7,4,1,1.5,4.5,5.5,6,4.5,4,6.5,4,5.5,1,3.5,5,1,4,3,4.5,2.5,4.5,1,1.5,6,1,1.5,1,5,3,,,,,,,,,,,,,1,2,2,9.404517454
828,0,03/08/1985,,06/04/2015,AZA,2,1.333333333,4.666666667,3.333333333,4.666666667,1,3.666666667,2.666666667,2.333333333,6,2,4,6.333333333,2,6,4.666666667,1.333333333,2.333333333,3.333333333,4.333333333,5.666666667,3,4,5.666666667,3.666666667,3.666666667,1.333333333,3.666666667,5,1,5,3.666666667,5,3.333333333,5.666666667,1,1.666666667,5.333333333,1.333333333,1,2.333333333,5.333333333,4.333333333,,,,,,,,,,,,,1,1,1,8.049281314
830,0,4/26/1985,,06/04/2015,AZA,3.666666667,2.833333333,5.166666667,3.666666667,4.333333333,2,3.833333333,3.833333333,5.666666667,5.833333333,3.166666667,4.166666667,6.333333333,1.666666667,6.333333333,4.333333333,4.333333333,4.333333333,4.666666667,4.5,4.666666667,5,5.333333333,6,4.5,4.666666667,3,3,4.666666667,1.5,4.5,5.166666667,4.833333333,4.666666667,5,2.333333333,3.666666667,5.666666667,2,3,2.5,4.333333333,4.5,,,,,,,,,,,,,1,1,1,7.926078029
831,0,05/09/1985,,06/04/2015,AZA,5.5,2.5,3.5,4.5,4,1,2,3.5,3,4.5,4.5,5.5,5.5,3.5,4.5,5,1.5,2.5,3,5.5,5,5.5,4,4.5,5,5.5,3,4,3,3,5,3.5,4.5,4,4,2.5,3,5,2.5,2,2.5,4.5,3.5,,,,,,,,,,,,,1,1,1,8.117727584
834,0,07/03/1985,Death,23/09/2011,AZA,3.333333333,3.333333333,3.666666667,3.666666667,3.666666667,1,3.333333333,4,3.333333333,5,3.666666667,4.333333333,5.666666667,2.666666667,5,4.333333333,5,4,4,4,5,4.333333333,3.333333333,4.333333333,3.333333333,4.333333333,2.333333333,4,4.666666667,2.666666667,3.666666667,4.333333333,4.666666667,4.666666667,3.666666667,1.666666667,2.333333333,5,2.333333333,2,3,4,4,,,,,,,,,,,,,1,1,1,7.764544832
837,0,7/29/1985,Death,06/06/1996,AZA,4,3.4,5.6,3.6,4,1.6,4,5,4.2,5.4,1.8,3.4,6.2,1.2,6.2,3.4,3.6,3.4,4.8,3.2,4.4,4.2,4.8,6.8,4,4.2,3,2.8,5,1.4,3.8,4.8,6,3,5.8,2.2,3.6,5.2,1.8,2.2,1.2,4.8,4.2,,,,,,,,,,,,,1,1,1,7.698836413
844,1,2/26/1986,LTF,#NUM!,AZA,6,1.5,1.5,6,2,5.5,1.5,2.5,4,3,6.5,3,5.5,5.5,4.5,2,1,1,1,6,3,6,4.5,3,7,7,1.5,4,3,4,2.5,1,3,1,2,1.5,4.5,3.5,1.5,4.5,1.5,4,2,,,,,,,,,,,,,1,2,2,8.391512663
847,0,3/28/1986,,06/04/2015,AZA,3.333333333,3,4.333333333,3.333333333,3,2.666666667,4.333333333,5,5,5,2.333333333,2.666666667,6.333333333,1.666666667,5.333333333,3.666666667,5.333333333,3.333333333,4.333333333,3.333333333,5,5,4.666666667,5.333333333,4,4.333333333,1.666666667,3.333333333,4,1,4.666666667,4.666666667,3.666666667,4,4.666666667,4,3.666666667,4.666666667,1.333333333,3.666666667,1,4,4,,,,,,,,,,,,,1,1,1,7.036276523
853,1,5/28/1986,,06/04/2015,AZA,3.285714286,2.714285714,5.285714286,4.285714286,4.285714286,1.142857143,3.428571429,3.142857143,4.428571429,6,3,4.571428571,5.714285714,1.571428571,6.571428571,5.428571429,2,3.714285714,4,5,5.714285714,3,4,5.857142857,3.857142857,4.142857143,2.428571429,3.857142857,5.142857143,1.428571429,4.571428571,3.428571429,5.571428571,4.142857143,5.857142857,1.714285714,2.285714286,5.857142857,1.428571429,2.571428571,2.285714286,6.142857143,4.428571429,,,,,,,,,,,,,1,1,1,6.828199863
857,0,7/30/1986,Death,26/02/2014,AZA,5.333333333,2.666666667,3.333333333,5,3.333333333,1,3.666666667,3.666666667,2.666666667,4.333333333,3.666666667,4.333333333,5.333333333,2,5,4,3,2.666666667,3.666666667,3.666666667,4.333333333,4.333333333,2.666666667,3,4.666666667,5,2.666666667,4.333333333,4.333333333,2.333333333,4.333333333,2.666666667,4.333333333,3.666666667,3.333333333,2,1.666666667,4.666666667,2.333333333,2.333333333,2.333333333,4.333333333,3,,,,,,,,,,,,,1,1,1,6.600958248
859,1,9/27/1986,,06/04/2015,AZA,3,4.75,5.5,3.25,3.75,1.5,3.75,3.5,5,4,4,3.5,5.75,5,5,3.5,4.25,4.5,3.5,3.5,3.25,5.75,5.25,3.75,2.25,4,3.5,3.75,4.75,3.5,3.5,5.25,4,3.25,3.5,2.5,3,3.5,2.75,3,2.25,3,4.5,,,,,,,,,,,,,4,2,2,12.20260096
861,0,12/18/1986,Death,13/06/1994,AZA,5,2,4.666666667,5,5,1.333333333,4.666666667,4.666666667,3.333333333,5.333333333,5,3.333333333,5.333333333,1.666666667,5.333333333,4,4.333333333,3,3.666666667,4.666666667,4.333333333,4.333333333,4.333333333,4.666666667,5.666666667,5.666666667,2,4,3.666666667,1,4.666666667,3,4,3,2.666666667,1.666666667,2.333333333,5.333333333,2.333333333,1.666666667,2.333333333,2.666666667,3.333333333,,,,,,,,,,,,,1,1,1,6.308008214
874,0,12/23/1985,,06/04/2015,AZA,5,1.5,4.5,3.5,2.5,2,3.5,2.5,4,6,4,5,6,2.5,5,4.5,1.5,1.5,1.5,6,5.5,5,3.5,5.5,6,6,1.5,4,4,1.5,5,3.5,4.5,2.5,4,3,2.5,6,2,3,2.5,5.5,4.5,,,,,,,,,,,,,1,1,1,7.471594798
876,0,6/18/1987,,06/04/2015,AZA,1.333333333,6.666666667,5.666666667,1.666666667,4.333333333,1.666666667,7,7,6.333333333,4.666666667,1.333333333,2.333333333,6.666666667,2.333333333,6.666666667,2.666666667,7,6.666666667,7,2,4.666666667,5,5,6.666666667,1.333333333,1.666666667,5.333333333,4.333333333,6,2,4.666666667,6.333333333,5.666666667,3.666666667,6,4,3.333333333,3.333333333,1.666666667,1.666666667,2.666666667,6.666666667,6.333333333,,,,,,,,,,,,,1,2,2,8.676249144
878,0,6/21/1988,,06/04/2015,AZA,3.5,2.5,4.5,3,3,2,4.5,4.5,5,4.5,2.5,3.5,6.5,1.5,6.5,4,3.5,3.5,3.5,2.5,4,4,5,5.5,4.5,3.5,2.5,3,4.5,1.5,4.5,5,4.5,2.5,4.5,1.5,5,5,2,3,2.5,5,4,,,,,,,,,,,,,1,1,1,5.185489391
882,0,4/24/1987,,06/04/2015,AZA,3.142857143,3.428571429,5.142857143,3.142857143,3.857142857,1.142857143,4.857142857,4.714285714,4.142857143,6.428571429,1.857142857,4,6,1.428571429,6.142857143,4.142857143,2.857142857,3.857142857,4.285714286,4.428571429,5.428571429,4.142857143,4.285714286,6,2.285714286,3.714285714,2.857142857,4.428571429,4.714285714,1.285714286,3.857142857,3.571428571,5.571428571,3.571428571,5.142857143,1.428571429,2.428571429,5.571428571,2.142857143,1.857142857,2.571428571,5.428571429,5.285714286,,,,,,,,,,,,,1,1,1,5.921971253
905,1,2/28/1987,Death,02/06/2002,AZA,3,4,4.5,4.25,4.75,1.25,3.25,3,3.5,5.25,3.25,5,5.25,3.25,3.75,4.75,3.25,3,5.5,4.5,5.75,4.25,5,5,3.25,5.25,2.5,4.5,4.5,3.5,4.5,3.75,5.5,4.75,5,1.75,3,5.5,2.5,2,2.5,4,4.5,,,,,,,,,,,,,4,2,2,11.79739904
906,0,1/26/1987,,06/04/2015,AZA,2.666666667,4.666666667,5.666666667,2,3.666666667,1,3.666666667,5,6,5.666666667,1.666666667,2.666666667,6.666666667,2,6.333333333,3.333333333,6.333333333,5,4,2.666666667,5.333333333,4,5,6.333333333,2.333333333,3,2.666666667,3.666666667,6,1.666666667,4.333333333,4.666666667,6,4,6.333333333,1,2.333333333,4.666666667,1.333333333,2.333333333,1.666666667,5,5,,,,,,,,,,,,,1,1,1,6.198494182
909,1,07/08/1988,,06/04/2015,AZA,4.666666667,1.666666667,3,4,3.333333333,1,3,4.333333333,4,5.666666667,4.666666667,4,6.333333333,2.333333333,6.333333333,4.333333333,3.333333333,3.333333333,2.666666667,4,6,4.666666667,4,4,5,5.333333333,2,4.333333333,4.333333333,1.333333333,4.333333333,3,4.333333333,3.666666667,3,1.333333333,1.666666667,5.333333333,1.333333333,1.666666667,4,4.333333333,4,,,,,,,,,,,,,1,1,1,4.741957563
910,0,2/19/1988,Death,03/12/2004,AZA,5,1.333333333,3,6.333333333,3.666666667,2.333333333,1.333333333,1.666666667,3.666666667,6.666666667,4,4,6.666666667,1.666666667,6,4.666666667,1,2,2.666666667,5.333333333,6.666666667,3.333333333,4,5.666666667,5,6,1.333333333,4,3.666666667,1.333333333,4.333333333,1.666666667,5,2.333333333,4.333333333,2.333333333,1.666666667,6.333333333,1.333333333,2,1,4.666666667,3.333333333,,,,,,,,,,,,,1,1,1,5.138945927
911,0,6/28/1987,LTF,#NUM!,AZA,4.666666667,2.333333333,5.666666667,4.666666667,4,1.666666667,5.333333333,5.333333333,5.333333333,5.333333333,3.333333333,2.666666667,6.333333333,2,6,4,5.666666667,4,3,3.666666667,4.666666667,5,4,7,5.666666667,5.666666667,3,3.666666667,3.666666667,1.333333333,4.666666667,4.666666667,5.666666667,4.666666667,4.333333333,2.666666667,2,5.666666667,2,2.333333333,1,4,3.333333333,,,,,,,,,,,,,1,1,1,5.782340862
913,1,11/03/1988,Death,10/02/1998,AZA,4.333333333,1.666666667,4.666666667,4.666666667,4.666666667,1,3,4.333333333,2.666666667,6.333333333,3.333333333,2.666666667,6.666666667,1,6.333333333,3.666666667,1.666666667,1,3.666666667,4.333333333,6,3.333333333,2.666666667,5,5,5.333333333,2.333333333,3,3.666666667,2.333333333,3.333333333,2,4,3.666666667,3.666666667,1.333333333,2,5.333333333,1.666666667,2.666666667,2,5,2.666666667,,,,,,,,,,,,,1,1,1,4.429842574
