"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"28","Borie","454","1/15/04",130,23,1.8,8.4,3.6,0.2,115,21,28,183,10.1,1.1,142,2.5,97,0.8,13,4.8,48,57,160,130,19,1.7,284,"3/25/03",107,22,1.3,8.4,3.7,0.3,96,21,20,202,9.5,1.8,141,2.8,101,0.8,17,4.7,43,53,133,149,21,1.6,281,"04/09/2002",116,23,1.5,8.3,3.3,0.2,89,21,24,206,10,2.3,142,2.8,99,0.7,15,5,68,54,98,316,17,1.4,284,"2/23/01",123,18,1.7,8,3.5,0.2,107,23,21,204,9.6,0.8,136,2.9,101,0.8,11,4.5,39,40,80,216,17,1.4,272,410,350,296,352,58,-2,-56,28,"01/01/1964","","",0,"JM","01/11/1999",12794,35.9,"Yerkes","A",NA,1,7,5,3,6,1,3,2,1,6,1,5,3,2,4,4,5,1,2,5,5,2,3,6,2,2,1,5,5,1,6,1,7,6,6,2,1,5,3,1,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Brandy","592","8/26/04",91,9,0.9,7.8,3.7,0.2,107,19,13,214,9.3,2.9,137,3.1,101,0.9,10,4.1,14,31,131,357,14,2,269,"09/12/2003",102,5,0.9,8,3.7,2,84,62,36,268,9.4,2.2,138,3.6,100,0.9,6,4.3,32,30,67,160,16,1.9,271,"9/30/02",119,6,1.2,7.6,3.9,0.2,84,46,13,239,10.1,2.8,137,2.6,102,1.1,5,3.7,30,39,77,413,12,1.7,268,"9/18/01",97,8,1.1,7.1,3.9,0.1,114,25,46,215,9.3,1.7,143,3.8,104,1.2,7,3.2,27,22,88,3049,16,2.1,281,377,347,349,357.67,19,-11,-9,29,"4/26/1985","Lolita","Walnut",0,"WH","11/11/1997",4582,12.9,"Yerkes","A",2,4,5,4,5,4,4,5,5,3,5,6,3,4,3,4,3,5,5,5,3,3,5,5,3,3,4,5,2,3,4,5,3,2,5,5,5,5,3,3,6,4,3,4,"4/26/1985","Lolita","Walnut","Yerkes",2,0,"AH","7/15/01","B",6,2,3,4,4,5,3,3,4,3,5,4,4,5,3,5,4,4,4,3,2,5,3,5,5,5,2,4,5,3,4,3,4,4,2,5,5,4,5,6,6,4,5,3.5,5,4,4,3,5,5.5,4.5,4.5,4,3,4,3.5,4.5,3,4.5,4,5,4,3.5,5,5,4,2.5,3.5,5,2.5,4,3.5,4.5,4,3,4.5,4.5,4.5,4.5,3.5,2.5,5.5,3.5,3.5,4.5
"30","Brent","415","11/23/04",71,13,0.9,8.1,3.9,0.3,139,29,22,217,9,5.6,142,3.7,100,0.9,14,4.2,41,14,69,258,48,1.6,280,"11/06/2003",98,13,1,7.8,3.9,0.2,120,35,20,246,9.1,3.1,144,3.9,102,1,13,3.9,35,15,95,232,42,1.5,285,"10/22/02",88,11,0.9,8,3.8,0.3,147,23,22,267,9.6,3.3,145,4,106,0.9,12,4.2,30,14,112,521,33,1.7,286,"9/26/01",63,13,1.2,7.9,3.9,0.3,162,26,29,247,10,5.5,141,6.4,97,1,11,4,40,15,103,221,35,1.8,282,391,380,383,384.67,6,-5,-2,30,"1/20/1976","Dena","Hep",1,"WH","08/08/1997",7871,22.1,"Yerkes","A",2,2,5,5,1,1,6,6,5,6,5,2,3,4,6,5,3,6,6,4,2,2,6,6,4,3,4,5,3,4,4,3,5,4,5,4,5,5,4,4,5,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Brian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"3/31/1979","Lolita","Jiggs",1,"WH ","10/31/97",6789,19.1,"Yerkes","A",2,2,4,5,2,3,1,6,6,5,2,5,3,2,6,3,2,5,5,2,2,2,5,5,3,3,5,5,6,3,4,3,5,2,4,2,5,5,3,4,5,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Brodie","580","01/06/2004",111,10,0.7,8.3,4,0.1,82,27,18,160,10.5,3.3,140,4.3,101,0.9,14,4.3,67,28,113,281,34,1.9,278,"01/02/2003",112,9,0.5,8,3.7,0.1,59,26,17,154,9.4,2.8,141,4,103,0.9,18,4.3,31,19,101,189,23,1.8,279,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/29/01",113,7,0.9,8.4,4.1,0.1,65,20,18,134,9.4,3.2,138,3.9,102,1,8,4.3,21,15,164,161,23,1.7,273,NA,NA,369,369,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Brooks","619","5/27/04",77,15,1.3,7.3,3.6,0.3,143,37,32,147,9.6,4.2,144,3.8,101,1,12,3.7,24,24,103,576,41,2.2,285,"06/03/2003",110,13,1.2,7.5,4,0.2,196,35,39,141,9.4,2.3,143,3.7,109,1.1,11,3.5,14,22,53,647,28,1.6,284,"6/25/02",98,11,1.1,7.6,4.2,0.2,299,34,32,160,10.5,2.9,145,3.5,103,1.2,10,3.4,17,22,56,549,29,1.7,286,"06/04/2001",111,14,1.2,7.2,4,0.2,513,36,30,147,10,3.3,142,4,99,1.3,12,3.2,16,18,51,578,29,1.6,283,386,343,359,362.67,23,-20,-4,32,"11/10/1992","Lena","Sellers",1,"SS","01/03/1999",2245,6.3,"Yerkes","B",2,4,5,5,3,4,6,4,5,4,4,2,4,7,1,7,5,4,3,4,6,6,5,5,6,1,1,1,7,4,1,4,4,4,5,6,1,5,6,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Buffy","578","3/16/04",104,9,1,7.1,3.3,0.1,54,29,17,235,9.5,2.4,140,3.1,101,0.9,9,3.8,26,32,105,240,28,1.5,275,"03/04/2003",91,11,1,7.2,3.2,0.1,64,29,26,227,9.6,2.8,138,3.5,98,0.5,11,4,34,34,115,910,37,1.3,272,"3/14/02",100,11,0.8,7.6,3.4,0.2,67,31,16,241,10.2,3,143,3.6,103,0.8,14,4.2,25,32,109,304,24,1.5,282,"02/12/2001",98,9,0.9,7.8,3.7,0.1,86,28,17,248,9.9,2.1,140,4,101,0.9,10,4.1,26,23,112,235,31,1.5,276,395,355,378,376,19,-21,2,33,"01/02/1984","Beleka","Juan",0,"LP","06/11/2000",6005,16.9,"Yerkes","B",NA,5,1,1,6,2,6,2,2,1,2,6,3,2,7,1,5,1,2,2,5,2,6,2,1,7,2,2,2,4,6,6,2,5,1,1,1,2,2,5,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Callie","676","9/20/04",101,10,0.9,7.1,3.7,0.2,149,30,41,159,10.1,2.2,143,4.1,105,1.1,11,3.4,44,27,40,927,31,1.9,283,"6/17/03",110,9,0.5,7.5,3.9,0.2,165,27,14,155,9.3,4.1,136,4.1,102,1.1,18,3.6,44,30,42,181,21,1.6,270,"10/16/02",124,9,0.7,7.5,3.7,0.3,200,30,29,159,10,2.7,137,3.6,101,1,13,3.8,41,28,34,424,27,1.4,272,"8/29/01",126,10,0.8,7.2,4,0.3,334,21,16,141,9.5,3,139,3.6,103,1.3,13,3.2,29,13,83,155,30,1.5,276,413,244,461,372.67,40,-129,88,34,"2/18/1991","Waga","Rogger",0,"MW","7/15/01",3800,10.7,"Yerkes","A",5,5,3,5,5,4,1,2,2,2,4,5,3,3,5,4,4,3,5,5,3,2,4,2,3,6,5,4,5,4,2,5,2,4,6,2,1,2,2,2,2,4,5,2,"2/18/1991","Waga","Rogger","Yerkes",5,0,"DL","10/04/1997","B",1,4,4,4,2,5,5,6,5,5,2,3,5,2,1,2,3,4,5,3,6,2,7,5,2,2,2,4,1,6,5,6,2,4,7,6,4,5,4,5,2,2,5,5,3.5,5.5,4.5,2.5,2,3.5,1.5,4.5,5.5,3.5,3,4.5,4.5,3.5,2.5,3,4.5,4.5,3,3,2,3.5,6.5,6,3,5.5,4.5,4,5,2,3.5,5,3,1.5,2,3.5,2,3.5,4.5,5,2
"36","Carl","527","5/18/04",80,8,1.2,6.8,3.7,0.2,78,46,37,148,10,2.5,143,3.5,103,1.2,7,3.1,64,14,137,325,21,2.2,280,"4/24/03",111,8,1.1,7.5,3.9,0.2,99,46,36,159,9.3,2,144,3.4,105,1.1,7,3.6,39,20,97,329,18,1.6,283,"4/15/02",95,9,1.1,7.6,3.7,0.4,131,48,49,145,9.5,1.5,147,4,105,0.9,8,3.9,52,15,134,551,17,1.6,289,"4/24/01",119,10,1.5,7,3.8,0.3,136,50,46,137,10.1,1.4,140,3.4,99,1.2,7,3.2,44,16,124,512,20,1.4,277,356,374,390,373.33,-17,1,17,35,"5/21/1986","Reba","Phillip",1,"LF","12/08/1997",4219,11.9,"Yerkes","A",3,4,4,5,4,4,5,3,3,3,5,3,6,4,4,3,5,3,3,3,5,5,4,3,5,4,3,2,4,4,3,6,3,4,4,5,4,3,5,4,5,4,4,4,"5/21/1986","Reba","Phillip","Yerkes",3,1,"AH","7/15/01","B",4,1,4,2,3,5,2,3,4,3,4,2,5,6,2,5,4,4,5,5,1,2,3,5,5,2,4,3,4,5,5,3,3,4,5,4,5,4,4,3,5,2,2,3,5,3.5,4.5,3,3.5,3,3.5,4.5,2,5,3,3,4,5,3,2.5,4,4.5,4.5,5,2.5,4.5,4.5,3,2,4.5,4.5,3,5.5,4,4,4,4,3.5,2.5,5,4,3.5,3.5,4,4.5
"37","Carmichael","503","09/10/2003",81,10,1,7.5,3.6,0.2,76,38,50,161,9.1,1.7,141,3.6,100,0.9,10,3.9,38,43,71,360,23,1.8,277,"9/25/02",99,10,1.2,7.4,4,0.3,73,28,24,184,9.7,2.9,141,3.8,104,1.2,8,3.4,41,46,50,333,23,1.8,278,"9/17/01",87,9,1.1,7.5,4.1,0.3,80,30,29,170,9.3,1.7,156,4.7,110,1.2,8,3.4,35,27,64,564,29,1.4,307,"8/30/00",85,12,1.4,7.9,4.2,0.3,110,40,42,189,9.7,3.7,140,3.6,100,1.1,9,3.7,30,33,76,735,29,1.9,276,383,373,350,368.67,14,4,-19,36,"3/21/1983","Ericka","Rogger",1,"WH","11/03/1997",5341,15,"Yerkes","A",7,3,2,4,5,5,1,3,4,2,6,6,4,4,6,2,4,3,2,5,6,5,3,2,1,6,6,2,5,5,4,5,2,1,4,1,5,3,4,5,6,5,1,3,"3/21/1983","Ericka","Rogger","Yerkes",7,1,"MW","7/26/01","B",6,4,4,3,5,5,2,4,4,3,4,3,5,5,6,5,3,4,3,3,3,5,3,3,2,4,5,3,6,5,3,5,4,3,2,4,3,3,3,4,3,5,5,2.5,3.5,4.5,4,2.5,3.5,4,4,4.5,4.5,4,3.5,4.5,3.5,3.5,4,4,4,5,4.5,4,3.5,2,4,4.5,3,5,4,4.5,5,2,2,3.5,2,4.5,4,3.5,5,5.5,4,2.5,4
"38","Cathy","652","11/20/03",107,5,1.1,7.9,4.1,0.1,86,31,16,198,9.8,2.1,141,3.1,103,1.1,5,3.8,29,34,166,344,24,1.9,276,"11/22/02",140,8,1.1,7.7,3.8,0.1,86,37,17,251,9.7,1.4,144,3.8,106,1,7,3.9,37,34,103,672,53,2.1,286,"12/19/01",135,11,1.3,7.9,4.1,0.2,114,32,22,222,9.9,2.6,139,3.4,100,1.1,8,3.8,30,24,97,669,30,2.1,276,"02/03/2000",139,9,1.2,7.6,4,0.1,97,33,12,226,9.3,2.3,126,3,98,1.1,8,2.6,20,21,79,328,31,1.9,269,685,338,363,462,223,-124,-99,37,"10/05/1989","Georgia","Walnut",0,"SS","1/13/99",3387,9.5,"Yerkes","A",NA,5,2,5,3,6,1,1,1,2,4,1,3,5,1,6,5,1,1,4,6,4,1,1,5,5,5,1,6,6,1,5,4,5,2,3,1,1,7,1,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Cheeta","438","03/01/2004",82,6,1,6.9,3.3,0.1,64,22,23,166,9.1,2,139,2.5,95,0.9,6,3.6,42,18,152,539,29,1.7,270,"2/27/03",115,9,0.9,7.5,3.3,0.2,76,32,22,174,9.5,2.7,143,2.4,108,0.8,10,4.2,51,22,92,154,30,1.5,280,"02/11/2002",83,10,1.1,7.9,3.5,0.1,72,28,21,202,9.4,2.2,142,3.3,99,0.8,9,4.4,76,25,67,137,25,2,278,"2/26/01",118,7,1,7.5,3.5,0.2,65,34,24,178,9.2,1.4,143,2.3,101,0.9,7,4,49,15,140,160,23,1.7,279,350,381,368,366.33,-16,15,2,38,"01/01/1957","","",0,"WH","8/13/97",14834,41.7,"Yerkes","B",NA,2,5,5,2,2,4,6,5,5,4,3,2,2,5,4,3,5,6,5,3,2,5,5,4,3,2,6,3,4,4,4,5,5,3,4,4,5,2,4,4,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Cheri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"01/01/1955","","",0,"DL","10/04/1997",15617,43.9,"Yerkes","B",NA,4,1,1,6,5,6,2,2,2,2,6,2,1,7,3,1,2,2,2,5,1,4,2,3,7,6,6,4,5,5,5,1,4,1,2,6,4,2,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Chip","567","4/22/04",102,12,1.5,8.7,3.8,0.2,76,68,62,238,9.7,2.7,143,3.2,100,0.8,8,4.9,57,40,82,464,38,2.5,282,"4/22/03",103,13,1.5,8.8,4.1,0.2,93,57,65,222,9.6,1.8,142,3.5,110,0.9,9,4.7,61,42,109,908,38,2.1,281,"5/14/02",90,12,1.3,8.8,3.8,0.2,103,48,76,176,9.6,1.5,145,3.5,101,0.8,9,5,27,44,73,1473,51,2,285,"1/24/01",91,12,1.4,8.5,3.8,0.2,82,88,161,208,9.6,2.7,138,3,96,0.8,9,4.7,38,32,74,1284,39,1.8,272,475,343,366,394.67,80,-52,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Christa","730","8/16/04",94,13,0.6,7.9,4.5,0.2,428,27,17,192,10.9,5.1,140,4.3,104,1.3,22,3.4,34,NA,84,219,16,1.9,278,"03/10/2003",109,9,0.6,7.2,4.1,0.2,524,28,17,173,10,4.3,140,3.9,105,1.3,15,3.1,33,15,68,220,18,1.4,277,"05/08/2002",99,9,0.7,7,4,0.2,616,26,14,197,9.8,4.6,138,3.7,101,1.3,13,3,37,13,80,104,22,1.8,272,"3/29/01",99,12,0.8,7.4,4.3,0.2,831,29,19,220,10.2,5.2,139,3.2,101,1.4,15,3.1,27,10,62,172,19,1.7,274,405,306,525,412,-7,-106,113,40,"06/01/1995","Lilone","Rogger",0,"AH","7/26/01",2247,6.3,"Yerkes","A",9,6,1,5,6,3,1,4,5,3,3,5,3,4,4,4,4,2,2,5,5,5,3,2,6,6,6,2,4,4,2,6,4,4,3,4,5,3,5,2,3,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Cissie","526","5/20/04",81,12,0.8,7.1,3.6,0.2,86,38,24,146,9.4,2.2,143,3.1,104,1,15,3.5,50,32,95,167,27,2,281,"5/20/03",81,11,0.9,7.5,3.7,0.2,83,35,25,150,9.2,1.4,139,3.2,114,1,12,2.8,31,37,71,365,21,1.5,273,"05/01/2002",65,11,1,7.4,3.4,0.3,78,26,24,126,8.4,2.3,143,2.8,103,0.9,11,4,38,27,81,359,29,1.6,279,"3/19/01",93,11,0.8,7.6,3.8,0.1,79,26,22,165,9.3,1.2,140,3.6,106,1,14,3.8,25,24,73,497,20,1.6,276,408,384,366,386,22,-2,-20,41,"11/28/1976","Boka","Hep",0,"LP","06/11/2000",8596,24.1,"Yerkes","B",NA,6,4,3,4,3,6,2,3,4,3,4,4,3,5,3,4,4,3,3,4,5,5,6,2,3,3,4,3,4,4,4,4,5,5,2,1,4,4,2,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
