,location,ID,Folder,Image_name,Repeat.measure.,Year.taken,DOB,Age.at.photo,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G,,
135,Edinburgh,Rene,Edinburgh New,Rene Nov 2011RT.JPG,N,2011,2/21/1993,18,1,280,194,1.443298969,,"299.0,283.0","391.0,576.0",,,,,"368.0,512.0",,
136,Edinburgh,Rene,Edinburgh New,Holland - Rene 2.JPG,N,2012,2/21/1993,19,1,N/A,N/A,N/A,,"1116.0,858.0","1100.0,1496.0",,,,,"1086.0,1371.0",,
137,Edinburgh,Rene,Vanessa photos 27.11.13 -Rene,2013-11-27 13.56.15,N,2013,2/21/1993,20,1,591,460,1.284782609,,"1166.0,485.0","1097.0,1216.0",,,,,"1099.0,1055.0",,
138,Edinburgh,Rene,Vanessa photos 27.11.13 -Rene,2013-11-27 13.57.01,N,2013,2/21/1993,20,1,562,385,1.45974026,,"1300, 632","1436, 1203","1231, 726","1425, 665","1119, 770","1539, 661","1416, 1110",,
139,Edinburgh,Rene,Vanessa photos 27.11.13 -Rene,2013-11-27 13.57.07,N,2013,2/21/1993,20,1,851,582,1.462199313,,"1377.0,592.0","1575.0,1388.0",,,,,"1536.0,1253.0",,
140,Edinburgh,Sophie,Edinburgh New,Sophie2010.jpg,N,2010,11/22/1981,29,0,103,48,2.145833333,,"297.0,105.0","288.0,208.0",,,,,"289.0,170.0",,
141,Edinburgh,Sophie,Edinburgh New,Holland - Sophie 1.JPG,N,2010,11/22/1981,29,0,492,267,1.842696629,,"1904.0,542.0","2018.0,1017.0",,,,,"1987.0,889.0",,
142,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.32.43,N,2013,11/22/1981,32,0,615,419,1.46778043,,"1095.0,710.0","1132.0,1433.0",,,,,"1143.0,1235.0",,
143,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.32.47,N,2013,11/22/1981,32,0,678,434,1.562211982,,"1094.0,724.0","1088.0,1447.0",,,,,"1097.0,1277.0",,
144,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.37.34-1,N,2013,11/22/1981,32,0,802,488,1.643442623,,"1372, 418","1364, 1282","1212, 522","1548, 524","1026, 568","1686, 568","1376, 1048",,
145,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.37.34-2,N,2013,11/22/1981,32,0,802,472,1.699152542,,"1367.0,471.0","1347.0,1315.0",,,,,"1351.0,1095.0",,
146,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,Sophie,N,2013,11/22/1981,32,0,N/A,N/A,N/A,,"1216.0,589.0","1208.0,1044.0",,,,,"1221.0,931.0",,
147,Japan,Akira,Not online,akira20030324_1,N,2003,1/1/1980,23,1,170,126,1.349206349,,"523.2,433.6","504.0,658.8",,,,,"519.6,594.0",,
148,Japan,Akira,Not online,akira20030324_2,N,2003,1/1/1980,23,1,170,116,1.465517241,,"384.4,430.8","392.0,620.4",,,,,"384.0,570.0",,
149,Japan,Aruku,Online images,Aruku.20020618_1,N,2002,7/12/1989,13,1,83,57,1.456140351,,"323.6,110.4","314.0,204.2",,,,,"316.8,187.2",,
150,Japan,Aruku,Online images,Aruku.20020618_2,N,2002,7/12/1989,13,1,82,48,1.708333333,,"306.0,100.4","297.2,190.0",,,,,"300.4,161.4",,
151,Japan,Aruku,Online images,Aruku.20020618_3,N,2002,7/12/1989,13,1,84,45,1.866666667,,"301.2,82.0","288.8,171.2",,,,,"291.0,140.6",,
152,Japan,Aruku,Online images,Aruku.20020618_4,N,2002,7/12/1989,13,1,92,48,1.916666667,,"261.6,105.6","263.8,203.8",,,,,"261.2,169.6",,
153,Japan,Ayumu,Not online,Ayumu.20001211_26,N,2000,4/24/2000,0,1,N/A,N/A,N/A,,"441.4,621.6","466.6,830.0",,,,,"496.4,784.0",,
154,Japan,Ayumu,Not online,Ayumu.20060611_ 019,N,2006,4/24/2000,6,1,237,153,1.549019608,,"593.6,429.6","608.8,696.8",,,,,"610.0,633.2",,
155,Japan,Ayumu,Not online,Ayumu.20080501_007,N,2008,4/24/2000,8,1,360,162,2.222222222,,"844.0,408.4","835.2,772.0",,,,,"828.8,650.4",,
156,Japan,Ayumu,Online images,Ayumu.20000723,N,2000,4/24/2000,0,1,N/A,N/A,N/A,,"245.3,318.4","243.3,376.6",,,,,"241.9,361.1",,
157,Japan,Black,Online images,Black.20030205,N,2003,2/21/1971,32,1,141,81,1.740740741,,"246.7,104.3","244.0,266.7",,,,,"243.3,207.7",,
158,Japan,Chiko,Online images,Chiko.20031029,N,2003,6/26/1989,14,0,223,116,1.922413793,,"276.3,126.7","269.7,371.7",,,,,"265.7,285.0",,
159,Japan,Chloe,Online images,Chloe20050407,N,2005,12/12/1980,25,0,123,72,1.708333333,,"298.5,90.0","293.3,216.3",,,,,"294.3,182.0",,
160,Japan,Cleo,Not online,Cleo.20050414,N,2005,6/19/2000,5,0,185,104,1.778846154,,"791.7,252.3","801.3,439.3",,,,,"798.0,382.0",,
161,Japan,Cleo,Not online,Cleo.20060611???? 024,N,2006,6/19/2000,6,0,210,137,1.532846715,,"884, 398","776, 593","836, 407","907, 448","783, 389","936, 476","797, 552",,
162,Japan,Cleo,Not online,Cleo.20060611???? 036,N,2006,6/19/2000,6,0,245,145,1.689655172,,"791.5,427.5","766.0,655.5",,,,,"770.0,608.0",,
163,Japan,Cleo,Not online,Cleo.20060611???? 063,N,2006,6/19/2000,6,0,471,266,1.770676692,,"837.3,259.3","826.0,802.0",,,,,"844.7,619.3",,
164,Japan,Cleo,Not online,Cleo.20060611???? 072,N,2006,6/19/2000,6,0,444,298,1.489932886,,"702.0,411.0","749.0,918.0",,,,,"723.0,784.0",,
165,Japan,Cleo,Not online,Cleo.20060611???? 084,N,2006,6/19/2000,6,0,190,108,1.759259259,,"634.0,741.0","637.0,931.0",,,,,"637.0,872.0",,
166,Japan,Cleo,Online images,Cleo.20050409,N,2005,6/19/2000,5,0,78,34,2.294117647,,"249.0,133.0","281.0,201.0",,,,,"268.0,175.0",,
167,Japan,Cleo,Online images,Cleo.20060611,N,2006,6/19/2000,6,0,N/A,N/A,N/A,,"275.0,115.0","284.0,293.0",,,,,"277.0,249.0",,
168,Japan,Conan,Online images,Conan_jp.20031022,N,2003,12/3/1997,6,1,162,100,1.62,No pers data,"356.0,122.0","392.0,301.0",,,,,"383.0,259.0",,
169,Japan,Cookie,Online images,Cookie.20111113,N,2011,12/2/1991,20,0,74,40,1.85,,"241.0,229.0","230.0,321.0",,,,,"237.0,290.0",,
170,Japan,Cookie,Online images,Cookie.20121229,N,2012,12/2/1991,21,0,155,112,1.383928571,,"311.0,112.0","289.0,288.0",,,,,"295.0,252.0",,
171,Japan,Daio,Online images,Daio.20011106,N,2001,5/17/1986,15,1,54,30,1.8,,"262.0,308.0","262.0,362.0",,,,,"262.0,346.0",,
172,Japan,Gon,Not online,Gon.19990812_17,N,1999,1/1/1966,33,1,436,259,1.683397683,,"419.0,482.0","529.0,910.0",,,,,"494.0,798.0",,
173,Japan,Gon,Not online,Gon.19990812_23,N,1999,1/1/1966,33,1,N/A,N/A,N/A,,"684.0,396.0","903.0,729.0",,,,,"804.0,664.0",,
174,Japan,Gon,Not online,Gon.20080501,N,2008,1/1/1966,42,1,230,154,1.493506494,,"842.0,316.0","852.0,560.0",,,,,"838.0,505.0",,
175,Japan,Gon,Not online,gon040609_6,N,2004,1/1/1966,38,1,N/A,N/A,N/A,,"387.0,465.0","399.0,715.0",,,,,"374.0,633.0",,
176,Japan,Gon,Online images,Gon.20070620,N,2007,1/1/1966,41,1,88,40,2.2,,"312, 54.4","314, 138.4","296.4, 62","329.6, 61.2","280, 66.4","347.2, 66","314.4, 108.4",,
177,Japan,Hope,Online images,Hope.20030401_1,N,2003,4/6/1990,13,1,178,96,1.854166667,,"320.0,144.0","314.0,304.0",,,,,"317.0,260.0",,
178,Japan,Hope,Online images,Hope.20030401_2,N,2003,4/6/1990,13,1,107,60,1.783333333,,"242.0,168.0","228.0,273.0",,,,,"234.0,243.0",,
179,Japan,Ichigo,Online images,Ichigo.20030211_1,N,2003,1/1/1980,23,0,118,55,2.145454545,,"283.0,93.0","288.0,209.0",,,,,"286.0,171.0",,
180,Japan,Ichigo,Online images,Ichigo.20030211_2,N,2003,1/1/1980,23,0,137,57,2.403508772,,"262.0,126.0","260.0,246.0",,,,,"261.0,206.0",,
181,Japan,James,Online images,James20041102,N,2004, 05/09/1993,11,1,155,74,2.094594595,,"321.5, 58.5","335, 210","293, 80.5","352.5, 79.5","257, 89.5","383, 88.5","331.5, 163",,
182,Japan,Kanae,Online images,Kanae.20030129_1,N,2003,2/21/1979,24,0,133,68,1.955882353,,"279.0,268.0","289.0,391.0",,,,,"284.0,356.0",,
183,Japan,Kanae,Online images,Kanae.20030129_2,N,2003,2/21/1979,24,0,129,64,2.015625,,"292.0,179.0","287.0,315.0",,,,,"289.0,273.0",,
184,Japan,Kanao,Online images,Kanao.20041101,N,2004,6/13/1990,14,1,120,56,2.142857143,,"299.0,93.0","307.0,216.0",,,,,"303.0,175.0",,
185,Japan,Kazuma,Online images,Kazuma.20030205_1,N,2003,7/21/1999,4,1,242,133,1.819548872,,"329.0,148.0","417.0,401.0",,,,,"395.0,338.0",,
186,Japan,Kazuma,Online images,Kazuma.20030205_2,N,2003,7/21/1999,4,1,75,44,1.704545455,,"325.0,113.0","340.0,209.0",,,,,"339.0,180.0",,
187,Japan,Kazumi,Online images,Kazumi.20030205,N,2003,12/19/1986,17,0,115,66,1.742424242,,"175.0,75.0","176.0,199.0",,,,,"175.0,162.0",,
188,Japan,Kazuya,Online images,Kazuya.20041028,N,2004,9/18/1987,17,1,239,128,1.8671875,,"237.0,180.0","265.0,397.0",,,,,"256.0,343.0",,
189,Japan,Koiko,Online images,Koiko.20031023,N,2003,2/21/1977,26,0,N/A,N/A,N/A,,"289.0,130.0","300.0,262.0",,,,,"301.0,224.0",,
190,Japan,Konatsu,Online images,Konatsu.20030702,N,2003,2/21/1977,26,0,305,157,1.942675159,,"227, 212.5","229, 487","170.5, 249","282, 249","115.5, 255","337, 257.5","226, 413.5",,
191,Japan,Kotaro,Online images,Kotaro.20030415,N,2003,5/15/1993,10,1,223,109,2.04587156,,"251.0,80.0","244.0,318.0",,,,,"245.0,234.0",,
192,Japan,Kotetsu,Online images,Kotetsu.20020619_1,N,2002,1/31/1990,12,1,53,29,1.827586207,,"253.0,159.0","251.0,216.0",,,,,"251.0,201.0",,
193,Japan,Kotetsu,Online images,Kotetsu.20020619_2,N,2002,1/31/1990,12,1,72,41,1.756097561,,"259.0,170.0","254.0,240.0",,,,,"255.0,224.0",,
194,Japan,Kotetsu,Online images,Kotetsu.20020619_3,N,2002,1/31/1990,12,1,64,31,2.064516129,,"272.0,163.0","270.0,223.0",,,,,"270.0,205.0",,
195,Japan,Kotetsu,Online images,Kotetsu.20020619_4,N,2002,1/31/1990,12,1,156,92,1.695652174,,"278.0,158.0","264.0,311.0",,,,,"268.0,278.0",,
196,Japan,Lennon,Online images,Lennon.20041006,N,2004,2/21/1970,34,1,117,42,2.785714286,,"275.0,82.5","262.3,177.0",,,,,"267.3,142.8",,
197,Japan,Lennon,Online images,Lennon.20111013,N,2011,2/21/1970,41,1,94,31,3.032258065,,"231.0,277.8","211.8,309.3",,,,,"221.0,271.3",,
198,Japan,Maruku,Online images,Maruku.20060521_1,N,2006,2/21/1980,26,1,168,100,1.68,,"204.0,156.5","174.5,332.5",,,,,"172.0,286.0",,
199,Japan,Maruku,Online images,Maruku.20060521_2,N,2006,2/21/1980,26,1,182,98,1.857142857,,"396.0,151.8","371.3,319.5",,,,,"373.5,280.5",,
200,Japan,Miki,Online images,Miki.20030414,N,2003,2/21/1976,27,0,113,61,1.852459016,,"252.0,83.8","243.0,208.0",,,,,"242.5,165.0",,
201,Japan,Mimi,Online images,Mimi.20051006,N,2005,1/1/1956,49,0,100,57,1.754385965,,"228.0,84.5","220.5,209.8",,,,,"220.5,168.5",,
202,Japan,Mimi,Not online,mimie20051006,N,2005,1/1/1956,49,0,159,96,1.65625,,"336.3,679.8","355.0,888.0",,,,,"341.0,809.0",,
203,Japan,Miro,Online images,Miro.20070927,N,2007,2/21/1973,34,0,59,31,1.903225806,,"381.6,210.1","378.3,267.3",,,,,"378.8,253.6",,
204,Japan,Misaki,Online images,Misaki.20060628,N,2006,1/14/1999,7,0,68,38,1.789473684,,"321.5,144.0","313.5,214.3",,,,,"316.2,195.2",,
205,Japan,Misaki,Online images,Misaki.20070113,N,2007,1/14/1999,8,0,247,140,1.764285714,,"264.5,125.5","275.5,401.5",,,,,"264.0,323.0",,
206,Japan,Mizuki,Online images,Mizuki.20050705_1,N,2005,12/16/1996,9,0,47,26,1.807692308,,"282.3,124.6","274.3,176.1",,,,,"277.8,158.9",,
207,Japan,Mizuki,Online images,Mizuki.20050705_2,N,2005,12/16/1996,9,0,52,24,2.166666667,,"264.5,110,6","284.9,155.9",,,,,"276.4,141.0",,
208,Japan,Mizuki,Online images,Mizuki.20070113,N,2007,12/16/1996,11,0,N/A,N/A,N/A,,"287.5,104.5","367.0,380.0",,,,,"350.0,288.5",,
209,Japan,Mizuo,Online images,Mizuo.20020619_1,N,2002,2/11/1989,13,1,59,28,2.107142857,,"401.3,149.0","393.5,206.4",,,,,"396.1,189.9",,
210,Japan,Mizuo,Online images,Mizuo.20020619_2,N,2002,2/11/1989,13,1,75,39,1.923076923,,"284.3,170.8","285.5,243.5",,,,,"285.0,222.6",,
211,Japan,Naoko,Not online,Naoko.JMC.2013-07-24 06.04.02,N,2013,9/15/1981,32,0,239,142,1.683098592,,"1144.0,618.0","1119.0,903.5",,,,,"1126.5,806.5",,
212,Japan,Naoko,Not online,Naoko.JMC.040609_1,N,2004,9/15/1981,NA,0,132,85,1.552941176,,"628.8,190.8","629.7,352.8",,,,,"632.5,299.5",,
213,Japan,Naoko,Not online,Naoko.JMC.040609_2,N,2004,9/15/1981,NA,0,134,79,1.696202532,,"655.7,255.5","659.2,419.8",,,,,"653.0,359.7",,
214,Japan,Naoya,Online images,Naoya.20090731,N,2009,1/1/1981,28,1,167,76,2.197368421,,"213.5,122.5","254.5,260.8",,,,,"242.3,222.0",,
215,Japan,Nicky,Online images,Nicky.20010227,N,2001,8/30/1988,13,1,42,20,2.1,,"305.0,231.0","300.9,267.5",,,,,"302.8,257.3",,
216,Japan,Niko,Online images,Niko.20031029,N,2003,2/21/1974,29,0,130,71,1.830985915,,"188.8,82.5","186.5,229.8",,,,,"188.5,177.8",,
217,Japan,Nono,Online images,Nono20041213,N,2004,5/25/1992,12,0,158,90,1.755555556,,"378.8,109.5","342.0,274.0",,,,,"348.5,238.0",,
218,Japan,Nozomi,Online images,Nozomi20030509,N,2003,2/21/1978,25,0,151,87,1.735632184,,"271.8,148.8","276.8,298.3",,,,,"275.3,256.5",,
219,Japan,Pal,Not online,Pal.20060611???? 005,N,2006,9/8/2000,6,0,219,118,1.855932203,,"996.0,374.0","1016.5,595.5",,,,,"1016.5,548.5",,
220,Japan,Pal,Not online,Pal.20060611???? 006,N,2006,9/8/2000,6,0,202,120,1.683333333,,"1046.0,292.5","1070.0,525.0",,,,,"1064.5,463.0",,
221,Japan,Pal,Not online,Pal.20060611???? 008,N,2006,9/8/2000,6,0,271,148,1.831081081,,"800.5,419.5","779.0,722.0",,,,,"781.0,635.5",,
222,Japan,Pal,Online images,Pal.20050414,N,2005,9/8/2000,5,0,76,40,1.9,,"277.5,159.2","292.2,235.3",,,,,"286.3,212.8",,
223,Japan,Pal,Online images,Pal.20060611,N,2006,9/8/2000,6,0,85,43,1.976744186,,"193.5, 116.5","198, 200.5","177.5, 129","211, 128.5","157.5, 135","226, 131.5","196, 180",,
224,Japan,Pan,Online images,Pan.20050414,N,2005,7/12/1983,22,0,129,73,1.767123288,,"194.5,119.3","198.7,203.3",,,,,"198.0,181.8",,
225,Japan,Pan,Online images,Pan.20060611_1,N,2006,7/12/1983,23,0,84,54,1.555555556,,"291.8,118.3","280.0,203.5",,,,,"283.3,186.7",,
226,Japan,Pan,Online images,Pan.20060611_2,N,2006,7/12/1983,23,0,116,58,2,,"124.2,112.3","110.7,217.3",,,,,"117.8,187.0",,
227,Japan,Pendesa,Online images,Pendesa.20050409,N,2005,2/2/1977,28,0,143,62,2.306451613,,"254.3,101.3","270.7,256.7",,,,,"264.5,197.0",,
228,Japan,Puchi,Online images,Puchi20050414,N,2005,1/1/1966,39,0,70,30,2.333333333,,"254.2,53.7","256.3,122.3",,,,,"254.8,97.0",,
229,Japan,Reiko,Online images,Reiko.20050414,N,2005,1/1/1966,39,0,162,93,1.741935484,,"270.8,140.0","257.3,306.5",,,,,"264.3,263.0",,
230,Japan,Reo,Online images,Reo.20050414_1,N,2005,5/18/1982,23,1,131,76,1.723684211,,"279.2,102.0","295.3,263.5",,,,,"290.0,208.7",,
231,Japan,Reo,Online images,Reo.20050414_2,N,2005,5/18/1982,23,1,125,59,2.118644068,,"296.3,100.5","319.0,231.2",,,,,"306.7,173.2",,
232,Japan,Ryu,Online images,Ryu.20121026,N,2012,2/20/1997,15,1,206,111,1.855855856,,"279.7,137.8","256.5,315.2",,,,,"258.5,276.7",,
233,Japan,Sachi,Online images,Sachi.20030512,N,2003,2/21/1977,26,0,125,76,1.644736842,,"294.2,155.3","287.2,284.3",,,,,"287.0,253.3",,
234,Japan,Sakura,Online images,Sakura.20050930,N,2005,4/26/1991,14,0,124,73,1.698630137,,"182.0,108.0","181.5,239.5",,,,,"181.2,205.2",,
235,Japan,Sanzo,Online images,Sanzo.20030402,N,2003,2/21/1974,29,1,179,104,1.721153846,,"252.2,128.5","255.8,304.7",,,,,"256.5,263.5",,
236,Japan,Satoru,Online images,Satoru.20050908,N,2005,1/24/1995,10,1,353,171,2.064327485,,"300.0,223.5","247.0,531.0",,,,,"268.5,432.0",,
237,Japan,Shiomi,Online images,Shiomi.20021112_1,N,2002,1/1/1980,22,0,106,49,2.163265306,,"340.8,85.0","355.5,189.8",,,,,"351.8,155.8",,
238,Japan,Shiomi,Online images,Shiomi.20021112_2,N,2002,1/1/1980,22,0,104,45,2.311111111,,"326.5,67.1","327.1,164.3",,,,,"329.3,131.4",,
239,Japan,Shiomi,Online images,Shiomi.20030410,N,2003,1/1/1980,23,0,123,69,1.782608696,,"335.6, 84","342.4, 208","314, 102.4","361.2, 78.8","281.2, 110","384, 102.8 ","341.2, 179.2",,
240,Japan,Susumu,Online images,Susumu.20021128,N,2002,2/21/1978,24,1,86,47,1.829787234,,"255.9,226.9","258.9,299.1",,,,,"259.8,286.6",,
241,Japan,Suzumi,Online images,Suzumi.20030312,N,2003,8/25/1996,7,0,223,113,1.973451327,,"161.5,99.5","152.5,335.0",,,,,"149.0,267.0",,
242,Japan,Suzumi,Online images,Suzumi.20090417,N,2009,8/25/1996,13,0,200,95,2.105263158,,"258.5,114.0","294.0,328.0",,,,,"286.5,248.5",,
243,Japan,Suzumi,Online images,Suzumi.20090429,N,2009,8/25/1996,13,0,141,86,1.639534884,,"316.0,168.3","297.3,311.3",,,,,"303.0,286.5",,
244,Japan,Takashi,Online images,Takashi.20090406,N,2009,4/30/1988,21,1,200,115,1.739130435,,"264.5,177.0","316.0,391.5",,,,,"288.5,329.5",,
245,Japan,Tamae,Online images,Tamae.20030320,N,2003,2/21/1979,24,0,99,54,1.833333333,,"305.8,156.3","322.8,256.3",,,,,"318.0,224.8",,
246,Japan,Tom,Online images,Tom.20050706,N,2005,8/26/1996,9,1,209,130,1.607692308,,"354.0,133.5","341.5,361.0",,,,,"342.0,302.5",,
247,Japan,Tsubaki,Online images,Tsubaki.20061020,N,2006,2/17/1996,10,0,113,58,1.948275862,,"260.5,111.3","271.8,214.5",,,,,"267.3,188.0",,
248,Japan,Tsubaki,Online images,Tsubaki.20070113,N,2007,2/17/1996,11,0,263,131,2.007633588,,"382.0,82.5","334.5,382.5",,,,,"350.0,289.5",,
249,Japan,Tsutomu,Not online,Tsutomu.JMC.Alpha.Male. 2013-07-24 06.04.13-1,N,2013,1/1/1985,28,1,394,234,1.683760684,No pers data,"1276.5,820.0","1298.5,1215.5",,,,,"1297.5,1118.0",,
250,Japan,Tsutomu,Not online,Tsutomu.JMC.Alpha.Male. 2013-07-24 06.04.13-2,N,2013,1/1/1985,28,1,362,188,1.925531915,No pers data,"1270.0,776.5","1277.5,1185.0",,,,,"1287.0,1075.5",,
251,Japan,Tsutomu,Not online,Tsutomu.JMC.Alpha.Male.2013-07-24 06.03.56,N,2013,1/1/1985,28,1,399,241,1.65560166,No pers data,"1175.5,582.0","1213.0,960.5",,,,,"1205.0,829.5",,
252,Japan,Yamato,Online images,Yamato.20060126_1,N,2006,2/6/1999,7,1,222,132,1.681818182,,"292.0,163.5","307.5,399.0",,,,,"303.0,338.0",,
253,Japan,Yamato,Online images,Yamato.20060126_2,N,2006,2/6/1999,7,1,110,54,2.037037037,,"208.3,284.3","215.3,408.5",,,,,"209.3,364.0",,
254,Japan,Yoshizu,Online images,Yoshizu.20031022,N,2003,8/29/1990,13,0,97,49,1.979591837,,"338.0,137.9","341.6,230.1",,,,,"340.0,204.8",,
255,Japan,Yotaro,Online images,Yotaro.20060126,N,2006,1/1/1963,43,1,306,161,1.900621118,,"184.0,436.5","464.0,513.0",,,,,"380.5,491.5",,
256,Japan,Yukio,Online images,Yukio.20050930,N,2005,1/26/1987,18,1,273,113,2.415929204,,"298.0,124.0","316.5,382.5",,,,,"307.0,293.0",,
257,Japan,Yukio,Online images,Yukio.20070718,N,2007,1/26/1987,20,1,90,43,2.093023256,,"233.9,79.3","261.0,156.8",,,,,"252.8,138.4",,
258,Japan,Yuko,Online images,Yuko.20031023,N,2003,1/1/1978,25,0,116,51,2.274509804,,"265.5,142.5","314.0,236.3",,,,,"295.3,205.8",,
259,Japan,Yuri,Online images,Yuri.20121026,N,2012,1/1/1971,41,0,143,98,1.459183673,,"369.0,140.5","290.0,286.0",,,,,"310.5,256.5",,
260,Yerkes,Agatha,,,,NA,,NA,0,,,1.34,,"78.5, 7.5","80.5, 166.5","59,68.5","99.5, 70.5","34.76, 73.5","125.5, 77","76.5, 135",,
261,Yerkes,Barbie,,,,NA,,NA,0,,,1.06,,"80.5, 66","88.5, 174","63, 81","99.5, 79","44, 85.5","121, 82","84.5, 152.5",,
262,Yerkes,Barney,,,,NA,,NA,1,,,1.55,,"95, 52","101, 164","75, 63.5","114.5, 62","44.5, 69","144, 67","97, 124.5",,
263,Yerkes,Bjorn,,,,NA,,NA,1,,,1.16,,"100, 58","99.5, 175.5","79.5, 73.5","115, 73.5","58, 77","138, 74.5","99, 142.5",,
264,Yerkes,Callie,,,,NA,,NA,0,,,1.33,,"88, 51","93, 170","65, 62","114, 62","41.5, 66.5","137.5, 66.5","91.5, 134",,
265,Yerkes,Conan_yk,,,,NA,,NA,1,,,1.04,REDO,"81, 66","80, 67.5","64, 76","102, 76","40.5, 79","103, 79","78, 133.5",,
266,Yerkes,Cynthia,,,,NA,,NA,0,,,1.19,,"87, 60.5","87, 166.5","68, 74","105.5, 75.5","49, 78.5","129, 80.5","86.5, 141",,
267,Yerkes,Duff,,,,NA,,NA,1,,,1.41,,"79, 57.5","75.5, 163","61, 69.5","99, 71","41, 72.5","127.5, 75.5","74, 129.5",,
268,Yerkes,Fiona,,,,NA,,NA,0,,,1.08,,"101, 52","98.5, 167.5","79.5, 67.5","121, 69.5","56, 75","139, 73.5","101, 145",,
269,Yerkes,Fritz,,,,NA,,NA,1,,,1.31,,"91.5, 64.5","94, 167","72.5, 79","101.5, 77.5","46, 84","134.5, 80","93.5, 143.5",,
270,Yerkes,Georgia,,,,NA,,NA,0,,,1.18,,"96, 57","98, 165.5","77, 69","117, 68.5","52, 74.5","136, 70","78, 140",,
271,Yerkes,Jimmy,,,,NA,,NA,1,,,1.1,,"98, 62.5","96, 164","78.5, 73.5","114.5, 75.5","57, 78","133.5, 80","96, 143.5",,
272,Yerkes,Kengee,,,,NA,,NA,1,,,1.33,,"96.5, 63","97, 168","79, 75","115, 76","51, 80","137.5, 80","97.5, 139.5",,
273,Yerkes,Lee,,,,NA,,NA,1,,,2.01,,"97, 56","101, 149.5","77.5, 65","116, 65.5","44.5, 74.5","141.5, 76","100.5, 112.5",,
274,Yerkes,Les,,,,NA,,NA,1,,,1.46,,"89.5, 45.5","94, 162","67.5, 61.5","110, 61","40, 66","138, 68.5","92.5, 127.5",,
275,Yerkes,Martha,,,,NA,,NA,0,,,N/A,,X,,,,,,,,
276,Yerkes,Mason,,,,NA,,NA,1,,,1.15,,"93.5, 57","94.5, 165.5","77, 71","109.5, 70.5","55.5, 74.5","129, 74.5","96.5, 134",,
277,Yerkes,Merv,,,,NA,,NA,1,,,1.2,,"82, 55","89.5, 156","65.5, 68.5","100, 67","46.5, 72","124, 72","83, 131",,
278,Yerkes,Phineus,,,,NA,,NA,1,,,1.12,,"87.5, 62","88.5, 168","68.5, 76","108, 76.5","48.5, 78","126, 79.5","89.5, 145",,
279,Yerkes,Rhett,,,,NA,,NA,1,,,1.35,,"101, 70","106, 160","83.5, 83.5","120, 81.5","62.5, 86","139.5, 82.5","105.5, 137.5",,
280,Yerkes,Rita,,,,NA,,NA,0,,,N/A,,X,,,,,,,,
281,Yerkes,Rowena,,,,NA,,NA,0,,,1.41,,"103, 38","105.5, 153.5","81.5, 55","124.5, 55.5","55.5, 62.5","147.5, 61.5","105, 120",,
282,Yerkes,Rufus,,,,NA,,NA,1,,,N/A,,X,,,,,,,,
283,Yerkes,Sheila,,,,NA,,NA,0,,,1.05,,"110.5, 46","106, 167","89.5, 62.5","128.5, 61","67, 69.5","148, 68","110, 139",,
284,Bastrop,,,,,NA,,NA,,,,,,,,,,,,,,
285,Bastrop,,,,,NA,,NA,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G,,
286,Bastrop,Totoni,,,,NA,,NA,1,,,1.663665,,"307, 240","322, 625","241, 296","374, 298","113, 319","500, 311","321, 526",,
287,Bastrop,Staun,,,,NA,,NA,1,,,1.525198,,"315, 240","320, 638","258, 315","386, 313","149, 334","486, 334","317, 532",,
288,Bastrop,Sparky,,,,NA,,NA,1,,,1.651261,,"303, 214","306, 625","230, 275","379, 275","113, 297","506, 304","304, 513",,
289,Bastrop,Samson,,,,NA,,NA,1,,,1.385862,,"301, 259","306, 624","232, 304","374, 302","118, 322","472, 327","301, 556",,
290,Bastrop,Rusty,,,,NA,,NA,1,,,1.403321,,"312, 281","311, 635","251, 315","373, 320","139, 338","494, 339","309, 563",,
291,Bastrop,Radar,,,,NA,,NA,1,,,1.62753,,"299, 258","296, 634","245, 308","363, 308","105, 321","507, 324","295, 555",,
292,Bastrop,Punch,,,,NA,,NA,1,,,1.504296,,"281, 268","268, 625","201, 300","361, 306","93, 309","460, 327","267, 539",,
293,Bastrop,Pecos,,,,NA,,NA,1,,,1.521087,,"290, 295","282, 620","230, 333","349, 335","133, 354","451, 357","288, 540",,
294,Bastrop,Pacer,,,,NA,,NA,1,,,1.692071,,"295, 270","286, 649","211, 312","366, 316","101, 330","472, 339","286, 527",,
295,Bastrop,Oscar,,,,NA,,NA,1,,,1.469555,,"281, 261","291, 629","221, 315","354, 311","118, 332","475, 332","289, 550",,
296,Bastrop,Nowi,,,,NA,,NA,1,,,1.372118,,"306, 278","314, 643","247, 327","365, 325","136, 347","483, 347","312, 576",,
297,Bastrop,Nahko,,,,NA,,NA,1,,,1.441518,,"208, 244","300, 630","241, 288","377, 292","122, 312","485, 320","298, 536",,
298,Bastrop,Martin,,,,NA,,NA,1,,,1.198775,,"317, 241","319, 627","244, 298","379, 300","153, 324","465, 329","318, 558",,
