,location,ID,Folder,Image_name,Repeat.measure.,Year.taken,DOB,Age.at.photo,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G
184,Japan,Kanao,Online images,Kanao.20041101,N,2004,6/13/1990,14,1,120,56,2.142857143,,,,,,,,
185,Japan,Kazuma,Online images,Kazuma.20030205_1,N,2003,7/21/1999,4,1,242,133,1.819548872,,,,,,,,
186,Japan,Kazuma,Online images,Kazuma.20030205_2,N,2003,7/21/1999,4,1,75,44,1.704545455,,,,,,,,
187,Japan,Kazumi,Online images,Kazumi.20030205,N,2003,12/19/1986,17,0,115,66,1.742424242,,,,,,,,
188,Japan,Kazuya,Online images,Kazuya.20041028,N,2004,9/18/1987,17,1,239,128,1.8671875,,,,,,,,
189,Japan,Koiko,Online images,Koiko.20031023,N,2003,2/21/1977,26,0,N/A,N/A,N/A,,,,,,,,
190,Japan,Konatsu,Online images,Konatsu.20030702,N,2003,2/21/1977,26,0,305,157,1.942675159,,"227, 212.5","229, 487","170.5, 249","282, 249","115.5, 255","337, 257.5","226, 413.5"
191,Japan,Kotaro,Online images,Kotaro.20030415,N,2003,5/15/1993,10,1,223,109,2.04587156,,,,,,,,
192,Japan,Kotetsu,Online images,Kotetsu.20020619_1,N,2002,1/31/1990,12,1,53,29,1.827586207,,,,,,,,
193,Japan,Kotetsu,Online images,Kotetsu.20020619_2,N,2002,1/31/1990,12,1,72,41,1.756097561,,,,,,,,
194,Japan,Kotetsu,Online images,Kotetsu.20020619_3,N,2002,1/31/1990,12,1,64,31,2.064516129,,,,,,,,
195,Japan,Kotetsu,Online images,Kotetsu.20020619_4,N,2002,1/31/1990,12,1,156,92,1.695652174,,,,,,,,
196,Japan,Lennon,Online images,Lennon.20041006,N,2004,2/21/1970,34,1,117,42,2.785714286,,,,,,,,
197,Japan,Lennon,Online images,Lennon.20111013,N,2011,2/21/1970,41,1,94,31,3.032258065,,,,,,,,
198,Japan,Maruku,Online images,Maruku.20060521_1,N,2006,2/21/1980,26,1,168,100,1.68,,,,,,,,
199,Japan,Maruku,Online images,Maruku.20060521_2,N,2006,2/21/1980,26,1,182,98,1.857142857,,,,,,,,
200,Japan,Miki,Online images,Miki.20030414,N,2003,2/21/1976,27,0,113,61,1.852459016,,,,,,,,
201,Japan,Mimi,Online images,Mimi.20051006,N,2005,01/01/1956,49,0,100,57,1.754385965,,,,,,,,
202,Japan,Mimi,Not online,mimie20051006,N,2005,01/01/1956,49,0,159,96,1.65625,,,,,,,,
203,Japan,Miro,Online images,Miro.20070927,N,2007,2/21/1973,34,0,59,31,1.903225806,,,,,,,,
204,Japan,Misaki,Online images,Misaki.20060628,N,2006,1/14/1999,7,0,68,38,1.789473684,,,,,,,,
205,Japan,Misaki,Online images,Misaki.20070113,N,2007,1/14/1999,8,0,247,140,1.764285714,,,,,,,,
206,Japan,Mizuki,Online images,Mizuki.20050705_1,N,2005,12/16/1996,9,0,47,26,1.807692308,,,,,,,,
207,Japan,Mizuki,Online images,Mizuki.20050705_2,N,2005,12/16/1996,9,0,52,24,2.166666667,,,,,,,,
208,Japan,Mizuki,Online images,Mizuki.20070113,N,2007,12/16/1996,11,0,N/A,N/A,N/A,,,,,,,,
209,Japan,Mizuo,Online images,Mizuo.20020619_1,N,2002,11/02/1989,13,1,59,28,2.107142857,,,,,,,,
210,Japan,Mizuo,Online images,Mizuo.20020619_2,N,2002,11/02/1989,13,1,75,39,1.923076923,,,,,,,,
211,Japan,Naoko,Not online,Naoko.JMC.2013-07-24 06.04.02,N,2013,9/15/1981,32,0,239,142,1.683098592,,,,,,,,
212,Japan,Naoko,Not online,Naoko.JMC.040609_1,N,2004,9/15/1981,NA,0,132,85,1.552941176,,,,,,,,
213,Japan,Naoko,Not online,Naoko.JMC.040609_2,N,2004,9/15/1981,NA,0,134,79,1.696202532,,,,,,,,
214,Japan,Naoya,Online images,Naoya.20090731,N,2009,01/01/1981,28,1,167,76,2.197368421,,,,,,,,
215,Japan,Nicky,Online images,Nicky.20010227,N,2001,8/30/1988,13,1,42,20,2.1,,,,,,,,
216,Japan,Niko,Online images,Niko.20031029,N,2003,2/21/1974,29,0,130,71,1.830985915,,,,,,,,
217,Japan,Nono,Online images,Nono20041213,N,2004,5/25/1992,12,0,158,90,1.755555556,,,,,,,,
218,Japan,Nozomi,Online images,Nozomi20030509,N,2003,2/21/1978,25,0,151,87,1.735632184,,,,,,,,
219,Japan,Pal,Not online,Pal.20060611???? 005,N,2006,08/09/2000,6,0,219,118,1.855932203,,,,,,,,
220,Japan,Pal,Not online,Pal.20060611???? 006,N,2006,08/09/2000,6,0,202,120,1.683333333,,,,,,,,
221,Japan,Pal,Not online,Pal.20060611???? 008,N,2006,08/09/2000,6,0,271,148,1.831081081,,,,,,,,
222,Japan,Pal,Online images,Pal.20050414,N,2005,08/09/2000,5,0,76,40,1.9,,,,,,,,
223,Japan,Pal,Online images,Pal.20060611,N,2006,08/09/2000,6,0,85,43,1.976744186,,"193.5, 116.5","198, 200.5","177.5, 129","211, 128.5","157.5, 135","226, 131.5","196, 180"
224,Japan,Pan,Online images,Pan.20050414,N,2005,12/07/1983,22,0,129,73,1.767123288,,,,,,,,
225,Japan,Pan,Online images,Pan.20060611_1,N,2006,12/07/1983,23,0,84,54,1.555555556,,,,,,,,
226,Japan,Pan,Online images,Pan.20060611_2,N,2006,12/07/1983,23,0,116,58,2,,,,,,,,
227,Japan,Pendesa,Online images,Pendesa.20050409,N,2005,02/02/1977,28,0,143,62,2.306451613,,,,,,,,
228,Japan,Puchi,Online images,Puchi20050414,N,2005,01/01/1966,39,0,70,30,2.333333333,,,,,,,,
229,Japan,Reiko,Online images,Reiko.20050414,N,2005,01/01/1966,39,0,162,93,1.741935484,,,,,,,,
230,Japan,Reo,Online images,Reo.20050414_1,N,2005,5/18/1982,23,1,131,76,1.723684211,,,,,,,,
231,Japan,Reo,Online images,Reo.20050414_2,N,2005,5/18/1982,23,1,125,59,2.118644068,,,,,,,,
232,Japan,Ryu,Online images,Ryu.20121026,N,2012,2/20/1997,15,1,206,111,1.855855856,,,,,,,,
233,Japan,Sachi,Online images,Sachi.20030512,N,2003,2/21/1977,26,0,125,76,1.644736842,,,,,,,,
234,Japan,Sakura,Online images,Sakura.20050930,N,2005,4/26/1991,14,0,124,73,1.698630137,,,,,,,,
235,Japan,Sanzo,Online images,Sanzo.20030402,N,2003,2/21/1974,29,1,179,104,1.721153846,,,,,,,,
236,Japan,Satoru,Online images,Satoru.20050908,N,2005,1/24/1995,10,1,353,171,2.064327485,,,,,,,,
237,Japan,Shiomi,Online images,Shiomi.20021112_1,N,2002,01/01/1980,22,0,106,49,2.163265306,,,,,,,,
238,Japan,Shiomi,Online images,Shiomi.20021112_2,N,2002,01/01/1980,22,0,104,45,2.311111111,,,,,,,,
239,Japan,Shiomi,Online images,Shiomi.20030410,N,2003,01/01/1980,23,0,123,69,1.782608696,,"335.6, 84","342.4, 208","314, 102.4","361.2, 78.8","281.2, 110","384, 102.8 ","341.2, 179.2"
240,Japan,Susumu,Online images,Susumu.20021128,N,2002,2/21/1978,24,1,86,47,1.829787234,,,,,,,,
241,Japan,Suzumi,Online images,Suzumi.20030312,N,2003,8/25/1996,7,0,223,113,1.973451327,,,,,,,,
242,Japan,Suzumi,Online images,Suzumi.20090417,N,2009,8/25/1996,13,0,200,95,2.105263158,,,,,,,,
243,Japan,Suzumi,Online images,Suzumi.20090429,N,2009,8/25/1996,13,0,141,86,1.639534884,,,,,,,,
244,Japan,Takashi,Online images,Takashi.20090406,N,2009,4/30/1988,21,1,200,115,1.739130435,,,,,,,,
245,Japan,Tamae,Online images,Tamae.20030320,N,2003,2/21/1979,24,0,99,54,1.833333333,,,,,,,,
246,Japan,Tom,Online images,Tom.20050706,N,2005,8/26/1996,9,1,209,130,1.607692308,,,,,,,,
247,Japan,Tsubaki,Online images,Tsubaki.20061020,N,2006,2/17/1996,10,0,113,58,1.948275862,,,,,,,,
248,Japan,Tsubaki,Online images,Tsubaki.20070113,N,2007,2/17/1996,11,0,263,131,2.007633588,,,,,,,,
249,Japan,Tsutomu,Not online,Tsutomu.JMC.Alpha.Male. 2013-07-24 06.04.13-1,N,2013,01/01/1985,28,1,394,234,1.683760684,No pers data,,,,,,,
250,Japan,Tsutomu,Not online,Tsutomu.JMC.Alpha.Male. 2013-07-24 06.04.13-2,N,2013,01/01/1985,28,1,362,188,1.925531915,No pers data,,,,,,,
251,Japan,Tsutomu,Not online,Tsutomu.JMC.Alpha.Male.2013-07-24 06.03.56,N,2013,01/01/1985,28,1,399,241,1.65560166,No pers data,,,,,,,
252,Japan,Yamato,Online images,Yamato.20060126_1,N,2006,06/02/1999,7,1,222,132,1.681818182,,,,,,,,
253,Japan,Yamato,Online images,Yamato.20060126_2,N,2006,06/02/1999,7,1,110,54,2.037037037,,,,,,,,
254,Japan,Yoshizu,Online images,Yoshizu.20031022,N,2003,8/29/1990,13,0,97,49,1.979591837,,,,,,,,
255,Japan,Yotaro,Online images,Yotaro.20060126,N,2006,01/01/1963,43,1,306,161,1.900621118,,,,,,,,
256,Japan,Yukio,Online images,Yukio.20050930,N,2005,1/26/1987,18,1,273,113,2.415929204,,,,,,,,
257,Japan,Yukio,Online images,Yukio.20070718,N,2007,1/26/1987,20,1,90,43,2.093023256,,,,,,,,
258,Japan,Yuko,Online images,Yuko.20031023,N,2003,01/01/1978,25,0,116,51,2.274509804,,,,,,,,
259,Japan,Yuri,Online images,Yuri.20121026,N,2012,01/01/1971,41,0,143,98,1.459183673,,A,,,,,,
260,Yerkes,Agatha,,,,NA,,NA,0,,,1.34,,"78.5, 7.5","80.5, 166.5","59,68.5","99.5, 70.5","34.76, 73.5","125.5, 77","76.5, 135"
261,Yerkes,Barbie,,,,NA,,NA,0,,,1.06,,"80.5, 66","88.5, 174","63, 81","99.5, 79","44, 85.5","121, 82","84.5, 152.5"
262,Yerkes,Barney,,,,NA,,NA,1,,,1.55,,"95, 52","101, 164","75, 63.5","114.5, 62","44.5, 69","144, 67","97, 124.5"
263,Yerkes,Bjorn,,,,NA,,NA,1,,,1.16,,"100, 58","99.5, 175.5","79.5, 73.5","115, 73.5","58, 77","138, 74.5","99, 142.5"
264,Yerkes,Callie,,,,NA,,NA,0,,,1.33,,"88, 51","93, 170","65, 62","114, 62","41.5, 66.5","137.5, 66.5","91.5, 134"
265,Yerkes,Conan_yk,,,,NA,,NA,1,,,1.04,REDO,"81, 66","80, 67.5","64, 76","102, 76","40.5, 79","103, 79","78, 133.5"
266,Yerkes,Cynthia,,,,NA,,NA,0,,,1.19,,"87, 60.5","87, 166.5","68, 74","105.5, 75.5","49, 78.5","129, 80.5","86.5, 141"
267,Yerkes,Duff,,,,NA,,NA,1,,,1.41,,"79, 57.5","75.5, 163","61, 69.5","99, 71","41, 72.5","127.5, 75.5","74, 129.5"
268,Yerkes,Fiona,,,,NA,,NA,0,,,1.08,,"101, 52","98.5, 167.5","79.5, 67.5","121, 69.5","56, 75","139, 73.5","101, 145"
269,Yerkes,Fritz,,,,NA,,NA,1,,,1.31,,"91.5, 64.5","94, 167","72.5, 79","101.5, 77.5","46, 84","134.5, 80","93.5, 143.5"
270,Yerkes,Georgia,,,,NA,,NA,0,,,1.18,,"96, 57","98, 165.5","77, 69","117, 68.5","52, 74.5","136, 70","78, 140"
271,Yerkes,Jimmy,,,,NA,,NA,1,,,1.1,,"98, 62.5","96, 164","78.5, 73.5","114.5, 75.5","57, 78","133.5, 80","96, 143.5"
272,Yerkes,Kengee,,,,NA,,NA,1,,,1.33,,"96.5, 63","97, 168","79, 75","115, 76","51, 80","137.5, 80","97.5, 139.5"
273,Yerkes,Lee,,,,NA,,NA,1,,,2.01,,"97, 56","101, 149.5","77.5, 65","116, 65.5","44.5, 74.5","141.5, 76","100.5, 112.5"
274,Yerkes,Les,,,,NA,,NA,1,,,1.46,,"89.5, 45.5","94, 162","67.5, 61.5","110, 61","40, 66","138, 68.5","92.5, 127.5"
275,Yerkes,Martha,,,,NA,,NA,0,,,N/A,,X,,,,,,
276,Yerkes,Mason,,,,NA,,NA,1,,,1.15,,"93.5, 57","94.5, 165.5","77, 71","109.5, 70.5","55.5, 74.5","129, 74.5","96.5, 134"
277,Yerkes,Merv,,,,NA,,NA,1,,,1.2,,"82, 55","89.5, 156","65.5, 68.5","100, 67","46.5, 72","124, 72","83, 131"
278,Yerkes,Phineus,,,,NA,,NA,1,,,1.12,,"87.5, 62","88.5, 168","68.5, 76","108, 76.5","48.5, 78","126, 79.5","89.5, 145"
279,Yerkes,Rhett,,,,NA,,NA,1,,,1.35,,"101, 70","106, 160","83.5, 83.5","120, 81.5","62.5, 86","139.5, 82.5","105.5, 137.5"
280,Yerkes,Rita,,,,NA,,NA,0,,,N/A,,X,,,,,,
281,Yerkes,Rowena,,,,NA,,NA,0,,,1.41,,"103, 38","105.5, 153.5","81.5, 55","124.5, 55.5","55.5, 62.5","147.5, 61.5","105, 120"
282,Yerkes,Rufus,,,,NA,,NA,1,,,N/A,,X,,,,,,
283,Yerkes,Sheila,,,,NA,,NA,0,,,1.05,,"110.5, 46","106, 167","89.5, 62.5","128.5, 61","67, 69.5","148, 68","110, 139"
284,Bastrop,,,,,NA,,NA,,,,,,,,,,,,
285,Bastrop,,,,,NA,,NA,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G
286,Bastrop,Totoni,,,,NA,,NA,1,,,1.663665,,"307, 240","322, 625","241, 296","374, 298","113, 319","500, 311","321, 526"
287,Bastrop,Staun,,,,NA,,NA,1,,,1.525198,,"315, 240","320, 638","258, 315","386, 313","149, 334","486, 334","317, 532"
288,Bastrop,Sparky,,,,NA,,NA,1,,,1.651261,,"303, 214","306, 625","230, 275","379, 275","113, 297","506, 304","304, 513"
289,Bastrop,Samson,,,,NA,,NA,1,,,1.385862,,"301, 259","306, 624","232, 304","374, 302","118, 322","472, 327","301, 556"
290,Bastrop,Rusty,,,,NA,,NA,1,,,1.403321,,"312, 281","311, 635","251, 315","373, 320","139, 338","494, 339","309, 563"
291,Bastrop,Radar,,,,NA,,NA,1,,,1.62753,,"299, 258","296, 634","245, 308","363, 308","105, 321","507, 324","295, 555"
292,Bastrop,Punch,,,,NA,,NA,1,,,1.504296,,"281, 268","268, 625","201, 300","361, 306","93, 309","460, 327","267, 539"
293,Bastrop,Pecos,,,,NA,,NA,1,,,1.521087,,"290, 295","282, 620","230, 333","349, 335","133, 354","451, 357","288, 540"
294,Bastrop,Pacer,,,,NA,,NA,1,,,1.692071,,"295, 270","286, 649","211, 312","366, 316","101, 330","472, 339","286, 527"
295,Bastrop,Oscar,,,,NA,,NA,1,,,1.469555,,"281, 261","291, 629","221, 315","354, 311","118, 332","475, 332","289, 550"
296,Bastrop,Nowi,,,,NA,,NA,1,,,1.372118,,"306, 278","314, 643","247, 327","365, 325","136, 347","483, 347","312, 576"
297,Bastrop,Nahko,,,,NA,,NA,1,,,1.441518,,"208, 244","300, 630","241, 288","377, 292","122, 312","485, 320","298, 536"
298,Bastrop,Martin,,,,NA,,NA,1,,,1.198775,,"317, 241","319, 627","244, 298","379, 300","153, 324","465, 329","318, 558"
299,Bastrop,Marcus,,,,NA,,NA,1,,,1.662347,,"313, 241","333, 626","251, 292","382, 288","121, 320","510, 318","327, 516"
300,Bastrop,Mahsho,,,,NA,,NA,1,,,1.397458,,"298, 225","299, 622","235, 271","363, 273","121, 313","473, 313","288, 521"
301,Bastrop,Magic,,,,NA,,NA,1,,,1.502888,,"296, 225","303, 632","236, 287","362, 288","116, 318","498, 319","301, 540"
302,Bastrop,Lyle,,,,NA,,NA,1,,,1.517398,,"295, 238","299, 628","232, 296","357, 299","112, 323","483, 330","295, 537"
303,Bastrop,Kuhta,,,,NA,,NA,1,,,1.36967,,"307, 265","288, 647","240, 314","368, 320","135, 338","485, 341","289, 564"
304,Bastrop,Kudzu,,,,NA,,NA,1,,,1.289632,,"285, 243","290, 637","218, 286","350, 285","121, 308","452, 327","290, 541"
305,Bastrop,Keno,,,,NA,,NA,1,,,1.665153,"droopy lip, not much chin","319, 288","314, 640","247, 328","380, 330","121, 342","522, 356","310, 566"
306,Bastrop,Kalioni,,,,NA,,NA,1,,,1.378609,,"270, 273","277, 630","209, 323","330, 319","111, 338","437, 339","276, 552"
307,Bastrop,Huhni,,,,NA,,NA,1,,,1.269784,,"295, 220","291, 629","230, 268","359, 268","119, 286","472, 286","292, 546"
308,Bastrop,Gremlin,,,,NA,,NA,1,,,1.297349,,"278, 244","270, 639","215, 298","355, 296","132, 339","448, 337","267, 539"
309,Bastrop,Gage,,,,NA,,NA,1,,,1.57551,,"358, 201","354, 640","279, 258","434, 260","141, 300","578, 307","354, 533"
310,Bastrop,Ehsto,,,,NA,,NA,1,,,1.830986,,"332, 227","325, 624","263, 285","401, 285","140, 314","530, 305","326, 498"
311,Bastrop,Cordova,,,,NA,,NA,1,,,1.761379,,"277, 204","294, 612","196, 268","345, 267","92, 306","482, 320","283, 487"
312,Bastrop,Chester,,,,NA,,NA,1,,,1.390126,,"313, 253","315, 634","244, 302","382, 296","142, 320","498, 324","319, 547"
313,Bastrop,Cesar,,,,NA,,NA,1,,,1.324118,,"290, 264","275, 647","220, 318","306, 323","111, 339","456, 348","273, 573"
314,Bastrop,Bo2,,,,NA,,NA,1,,,1.595331,,"229, 239","320, 638","223, 305","371, 305","94, 325","504, 323","296, 562"
315,Bastrop,Billy,,,,NA,,NA,1,,,1.415445,,"334, 211","340, 626","266, 269","404, 266","153, 295","529, 291","337, 529"
316,Bastrop,Bahn,,,,NA,,NA,1,,,1.666667,,"317, 241","320, 634","239, 301","385, 301","135, 333","515, 326","312, 529"
317,Bastrop,Austin,,,,NA,,NA,1,,,1.443333,,"317, 246","295, 643","246, 296","390, 306","133, 325","532, 339","290, 561"
318,Bastrop,Alex,,,,NA,,NA,1,,,1.280845,,"285, 215","280, 630","217, 266","358, 272","112, 297","464, 310","283, 538"
319,Bastrop,Alpha,,,,NA,,NA,0,,,1.36259,,"319, 240","313, 630","250, 286","396, 285","151, 308","502, 321","311, 542"
320,Bastrop,Angie,,,,NA,,NA,0,,,1.466821,,"305, 238","393, 628","243, 290","366, 294","121, 339","478, 358","291, 529"
321,Bastrop,Ann,,,,NA,,NA,0,,,1.580666,,"312, 268","317, 642","251, 321","369, 319","147, 345","491, 354","310, 534"
322,Bastrop,April,,,,NA,,NA,0,,,1.369839,,"327, 246","322, 646","252, 300","405, 307","157, 326","501, 336","321, 547"
323,Bastrop,Bashful,,,,NA,,NA,0,,,1.471426,,"328, 256","324, 646","256, 314","400, 312","145, 341","499, 339","323, 551"
324,Bastrop,Becca,,,,NA,,NA,0,,,1.499975,,"303, 265","301, 638","234, 311","371, 309","120, 333","489, 341","296, 553"
325,Bastrop,Beta,,,,NA,,NA,0,,,1.567347,,"372, 197","380, 636","293, 262","447, 262","173, 318","557, 335","374, 507"
326,Bastrop,Betty,,,,NA,,NA,0,,,1.406688,,"328, 206","348, 623","253, 273","404, 274","159, 334","500, 368","336, 515"
327,Bastrop,Bischk,,,,NA,,NA,0,,,1.329604,,"229, 245","289, 646","226, 301","364, 304","123, 324","475, 342","288, 564"
328,Bastrop,Cheopi,,,,NA,,NA,0,,,1.49868,,"329, 230","309, 626","246, 279","404, 290","132, 329","518, 340","312, 526"
329,Bastrop,Dahpi,,,,NA,,NA,0,,,1.32719,,"281, 266","257, 641","218, 312","344, 319","122, 329","464, 344","259, 564"
330,Bastrop,Eesha,,,,NA,,NA,0,,,1.67914,,"316, 241","306, 628","244, 299","391, 303","132, 330","513, 340","308, 521"
331,Bastrop,Eniga,,,,NA,,NA,0,,,1.592157,,"327, 246","317, 652","257, 303","411, 303","130, 342","536, 353","318, 558"
332,Bastrop,Hannah,,,,NA,,NA,0,,,1.728084,,"291, 242","300, 631","221, 290","361, 292","100, 335","490, 331","297, 513"
333,Bastrop,Hodari,,,,NA,,NA,0,,,1.3848,,"252, 234","273, 640","196, 304","333, 301","93, 334","452, 324","268, 558"
334,Bastrop,Jana,,,,NA,,NA,0,,,1.655295,,"304, 282","312, 634","246, 337","374, 336","118, 371","491, 368","309, 560"
335,Bastrop,Jane,,,,NA,,NA,0,,,1.334297,,"324, 203","320, 637","247, 269","396, 273","130, 304","500, 316","318, 544"
336,Bastrop,Jessie,,,,NA,,NA,0,,,1.419904,,"297, 249","289, 643","233, 300","359, 299","122, 323","474, 328","291, 546"
337,Bastrop,Judy,,,,NA,,NA,0,,,1.44206,,"333, 232","356, 641","271, 297","406, 297","165, 329","501, 315","346, 530"
338,Bastrop,Junie,,,,NA,,NA,0,,,1.248033,,"399, 257","300, 626","235, 311","365, 316","141, 334","450, 349","296, 557"
339,Bastrop,Kampani,,,,NA,,NA,0,,,1.469161,,"293, 253","284, 631","222, 300","362, 305","110, 324","474, 336","281, 543"
340,Bastrop,Kaya,,,,NA,,NA,0,,,1.346754,,"290, 291","286, 658","223, 339","360, 340","124, 355","448, 363","284, 579"
341,Bastrop,Kiht,,,,NA,,NA,0,,,1.589257,,"313, 241","306, 642","240, 303","385, 301","124, 322","517, 332","305, 546"
342,Bastrop,Lexus,,,,NA,,NA,0,,,1.415663,,"322, 223","300, 632","245, 270","388, 277","129, 314","500, 331","302, 526"
343,Bastrop,Lulu,,,,NA,,NA,0,,,1.368674,,"318, 249","318, 647","251, 295","391, 300","146, 334","501, 343","320, 551"
344,Bastrop,Mae,,,,NA,,NA,0,,,1.354589,,"341, 242","336, 654","268, 296","414, 298","176, 336","526, 332","331, 553"
345,Bastrop,Maishpa,,,,NA,,NA,0,,,1.428571,,"314, 255","322, 636","252, 303","390, 303","143, 339","503, 351","312, 555"
346,Bastrop,Melissa,,,,NA,,NA,0,,,1.589042,,"287, 242","266, 640","227, 304","356, 301","113, 337","472, 338","261, 524"
347,Bastrop,Michon,,,,NA,,NA,0,,,1.370157,,"317, 243","322, 649","242, 306","391, 301","137, 338","503, 325","318, 565"
348,Bastrop,Monique,,,,NA,,NA,0,,,1.466233,,"310, 274","301, 643","240, 324","389, 325","135, 345","491, 363","300, 566"
349,Bastrop,Muffin,,,,NA,,NA,0,,,1.237822,,"299, 254","303, 642","227, 312","369, 310","149, 341","469, 339","295, 568"
350,Bastrop,Nahja,,,,NA,,NA,0,,,1.589986,,"329, 250","324, 627","256, 301","398, 308","129, 317","529, 333","322, 544"
351,Bastrop,Nina,,,,NA,,NA,0,,,1.298933,,"271, 252","284, 648","202, 313","350, 312","112, 351","445, 340","276, 568"
352,Bastrop,Oki,,,,NA,,NA,0,,,1.688926,,"324, 258","309, 646","246, 321","393, 325","121, 330","513, 341","311, 548"
353,Bastrop,Pahstihl,,,,NA,,NA,0,,,1.638956,,"314, 255","335, 638","251, 316","385, 314","141, 345","509, 341","324, 536"
354,Bastrop,Pepper,,,,NA,,NA,0,,,1.22752,,"305, 246","229, 644","235, 295","365, 297","151, 315","461, 334","290, 547"
355,Bastrop,Sindee,,,,NA,,NA,0,,,1.446126,,"323, 249","317, 641","245, 294","402, 301","131, 315","509, 328","319, 550"
356,Bastrop,Sophie2,,,,NA,,NA,0,,,1.334346,,"303, 227","304, 634","242, 299","376, 305","145, 336","491, 344","297, 554"
357,Bastrop,Taffy,,,,NA,,NA,0,,,1.459574,,"303, 252","312, 637","229, 303","377, 306","120, 333","496, 322","310, 558"
358,Bastrop,Tanya,,,,NA,,NA,0,,,1.419469,,"321, 354","326, 644","249, 303","396, 300","146, 343","505, 326","318, 551"
359,Bastrop,Tasha,,,,NA,,NA,0,,,1.591871,,"286, 256","283, 628","219, 307","361, 301","105, 329","495, 334","281, 539"
360,Bastrop,Tina,,,,NA,,NA,0,,,1.557938,,"305, 244","305, 637","235, 293","386, 295","131, 333","500, 352","302, 528"
361,Bastrop,Tuppence,,,,NA,,NA,0,,,1.331967,,"341, 259","358, 641","280, 312","411, 312","168, 357","493, 360","354, 556"
362,Bastrop,Xena,,,,NA,,NA,0,,,1.52798,,"321, 242","331, 635","248, 297","393, 295","127, 338","526, 329","323, 554"
363,Bastrop,Magic,,,,NA,,NA,1,,,,redo,"296, 225","303, 632","236, 287","362, 288","116, 318","498, 319","301, 540"
364,Bastrop,Gage,,,,NA,,NA,1,,,,redo,"358, 201","354, 640","279, 258","434, 260","141, 300","578, 307","354, 533"
365,Bastrop,Kiht,,,,NA,,NA,0,,,,redo,"313, 241","306, 642","240, 303","385, 301","124, 322","517, 332","305, 546"
366,Bastrop,Maishpa,,,,NA,,NA,0,,,,redo,"314, 255","322, 636","252, 303","390, 303","143, 339","503, 351","312, 555"
367,Bastrop,Chester ,,,,NA,,NA,,,,,redo,X,,,,,,
368,Bastrop,Cesar,,,,NA,,NA,,,,,redo,X,,,,,,
369,Bastrop,Austin,,,,NA,,NA,1,,,,redo,X,,,,,,
370,Bastrop,Dahpi,,,,NA,,NA,0,,,,redo,X,,,,,,
371,Bastrop,Taffy,,,,NA,,NA,,,,,redo,X,,,,,,
372,Bastrop,Tasha,,,,NA,,NA,,,,,redo,X,,,,,,
373,Bastrop,Beta,,,,NA,,NA,0,,,,2,"393, 156","410, 612","311, 225","475, 231","172, 307","587, 297","401, 467"
374,Bastrop,Punch,,,,NA,,NA,1,,,,66,"304, 239","309, 643","226, 289","388, 286","99, 331","486, 319","302, 545"
375,Bastrop,Lexus,,,,NA,,NA,0,,,,38,"340, 193","332, 636","266, 248","414, 249","146, 305","538, 315","334, 516"
376,Bastrop,Austin,,,,NA,,NA,1,,,,9,"336, 283","324, 669","261, 330","414, 331","130, 343","548, 334","329, 598"
377,Bastrop,Dahpi,,,,NA,,NA,0,,,,12,"303, 232","293, 650","236, 287","375, 286","129, 302","497, 310","290, 555"
378,Bastrop,Nina,,,,NA,,NA,0,,,,4,"302, 248","296, 659","224, 298","377, 299","119, 315","471, 338","298, 658"
379,Bastrop,Michon,,,,NA,,NA,0,,,,4,"360, 235","349, 649","281, 295","432, 297","140, 327","536, 344","354, 549"
380,Bastrop,Xena,,,,NA,,NA,0,,,,21,"334, 184","350, 641","259, 251","410, 248","113, 282","577, 287","324, 558"
381,Bastrop,Alpha,,,,NA,,NA,0,,,,20,"364, 182","362, 634","282, 252","446, 253","147, 310","556, 310","365, 511"
382,Bastrop,Gremlin,,,,NA,,NA,1,,,,9,"291, 243","272, 642","223, 288","369, 282","116, 320","464, 318","278, 536"
383,Bastrop,Bo2,,,,NA,,NA,1,,,,17,"287, 236","290, 655","213, 281","369, 279","80, 326","526, 303","280, 546"
384,Bastrop,Samson,,,,NA,,NA,1,,,,80,"275, 247","283, 623","209, 293","354, 293","85, 322","484, 317","275, 546"
385,Bastrop,Kampani,,,,NA,,NA,0,,,,10,"308, 250","309, 653","234, 303","385, 305","105, 331","520, 324","308, 579"
386,Bastrop,Mahsho,,,,NA,,NA,1,,,,78,"284, 240","280, 640","220, 292","348, 293","112, 335","474, 331","269, 554"
387,Bastrop,Cheopi,,,,NA,,NA,0,,,,12,"395, 206","405, 620","302, 261","478, 261","155, 329","590, 349","402, 508"
388,Bastrop,Maishpa,,,,NA,,NA,0,,,,5,"348, 216","347, 636","274, 258","421, 262","148, 320","522, 316","342, 528"
389,,,,,,NA,,NA,,,,,,,,,,,,
390,,,,,,NA,,NA,,,,,,,,,,,,
391,,,,,,NA,,NA,,,,,,,,,,,,
392,,,,,,NA,,NA,,,,,,,,,,,,
393,,,,,,NA,,NA,,,,,,,,,,,,
394,,,,,,NA,,NA,,,,,,,,,,,,
395,,,,,,NA,,NA,,,,,,,,,,,,
396,,,,,,NA,,NA,,,,,,,,,,,,
397,,,,,,NA,,NA,,,,,,,,,,,,
398,,,,,,NA,,NA,,,,,,,,,,,,
399,,DO NOT USE,,,,NA,,NA,,,,,,DO NOT USE,,,,,,
